ENTIDAD,ANUAL,MESES,Prec,AÑO
SONORA,327.1,SEP,76.0,1995
TABASCO,"3,366.9",SEP,518.0,1995
TAMAULIPAS,723.3,SEP,86.1,1995
TLAXCALA,"1,132.1",SEP,97.8,1995
VERACRUZ,"1,474.5",SEP,168.0,1995
YUCATÁN,909.9,SEP,182.0,1995
ZACATECAS,499.2,SEP,82.4,1995
AGUASCALIENTES,462.1,OCT,0.4,1995
BAJA CALIFORNIA,329.0,OCT,0.0,1995
BAJA CALIFORNIA SUR,155.3,OCT,0.0,1995
CAMPECHE,"1,639.5",OCT,382.3,1995
COAHUILA,351.4,OCT,23.6,1995
COLIMA,624.1,OCT,48.7,1995
CHIAPAS,"2,104.6",OCT,199.0,1995
CHIHUAHUA,347.4,OCT,7.0,1995
DISTRITO FEDERAL,961.2,OCT,51.0,1995
DURANGO,317.6,OCT,2.1,1995
GUANAJUATO,598.8,OCT,9.7,1995
GUERRERO,863.6,OCT,58.0,1995
HIDALGO,755.3,OCT,112.0,1995
JALISCO,513.0,OCT,7.4,1995
ESTADO DE MÉXICO,611.4,OCT,27.4,1995
MICHOACÁN,570.8,OCT,20.6,1995
MORELOS,"1,116.4",OCT,54.5,1995
NAYARIT,"1,091.7",OCT,1.2,1995
NUEVO LEÓN,580.9,OCT,23.2,1995
OAXACA,"1,922.5",OCT,210.2,1995
PUEBLA,"2,135.0",OCT,263.9,1995
QUERÉTARO,567.8,OCT,9.8,1995
QUINTANA ROO,"1,514.4",OCT,210.3,1995
SAN LUIS POTOSÍ,789.6,OCT,61.8,1995
SINALOA,490.8,OCT,0.7,1995
SONORA,327.1,OCT,9.4,1995
TABASCO,"3,366.9",OCT,467.1,1995
TAMAULIPAS,723.3,OCT,65.2,1995
TLAXCALA,"1,132.1",OCT,65.4,1995
VERACRUZ,"1,474.5",OCT,171.0,1995
YUCATÁN,909.9,OCT,118.0,1995
ZACATECAS,499.2,OCT,0.7,1995
AGUASCALIENTES,462.1,NOV,3.3,1995
BAJA CALIFORNIA,329.0,NOV,1.6,1995
BAJA CALIFORNIA SUR,155.3,NOV,5.8,1995
CAMPECHE,"1,639.5",NOV,103.1,1995
COAHUILA,351.4,NOV,24.5,1995
COLIMA,624.1,NOV,28.1,1995
CHIAPAS,"2,104.6",NOV,101.2,1995
CHIHUAHUA,347.4,NOV,9.1,1995
DISTRITO FEDERAL,961.2,NOV,64.2,1995
DURANGO,317.6,NOV,1.4,1995
GUANAJUATO,598.8,NOV,13.3,1995
GUERRERO,863.6,NOV,25.5,1995
HIDALGO,755.3,NOV,60.5,1995
JALISCO,513.0,NOV,5.9,1995
ESTADO DE MÉXICO,611.4,NOV,27.7,1995
MICHOACÁN,570.8,NOV,21.0,1995
MORELOS,"1,116.4",NOV,46.7,1995
NAYARIT,"1,091.7",NOV,8.1,1995
NUEVO LEÓN,580.9,NOV,37.1,1995
OAXACA,"1,922.5",NOV,78.3,1995
PUEBLA,"2,135.0",NOV,111.2,1995
QUERÉTARO,567.8,NOV,21.1,1995
QUINTANA ROO,"1,514.4",NOV,65.9,1995
SAN LUIS POTOSÍ,789.6,NOV,36.0,1995
SINALOA,490.8,NOV,1.3,1995
SONORA,327.1,NOV,17.6,1995
TABASCO,"3,366.9",NOV,166.5,1995
TAMAULIPAS,723.3,NOV,66.2,1995
TLAXCALA,"1,132.1",NOV,63.8,1995
VERACRUZ,"1,474.5",NOV,88.3,1995
YUCATÁN,909.9,NOV,77.9,1995
ZACATECAS,499.2,NOV,3.8,1995
AGUASCALIENTES,462.1,DIC,5.5,1995
BAJA CALIFORNIA,329.0,DIC,8.3,1995
BAJA CALIFORNIA SUR,155.3,DIC,4.4,1995
CAMPECHE,"1,639.5",DIC,41.6,1995
COAHUILA,351.4,DIC,12.8,1995
COLIMA,624.1,DIC,17.8,1995
CHIAPAS,"2,104.6",DIC,86.1,1995
CHIHUAHUA,347.4,DIC,9.6,1995
DISTRITO FEDERAL,961.2,DIC,69.1,1995
DURANGO,317.6,DIC,7.1,1995
GUANAJUATO,598.8,DIC,22.9,1995
GUERRERO,863.6,DIC,46.0,1995
HIDALGO,755.3,DIC,28.0,1995
JALISCO,513.0,DIC,11.8,1995
ESTADO DE MÉXICO,611.4,DIC,13.6,1995
MICHOACÁN,570.8,DIC,35.4,1995
MORELOS,"1,116.4",DIC,54.5,1995
NAYARIT,"1,091.7",DIC,12.3,1995
NUEVO LEÓN,580.9,DIC,18.4,1995
OAXACA,"1,922.5",DIC,68.5,1995
PUEBLA,"2,135.0",DIC,71.5,1995
QUERÉTARO,567.8,DIC,23.7,1995
QUINTANA ROO,"1,514.4",DIC,82.2,1995
SAN LUIS POTOSÍ,789.6,DIC,22.0,1995
SINALOA,490.8,DIC,1.3,1995
SONORA,327.1,DIC,3.7,1995
TABASCO,"3,366.9",DIC,193.0,1995
TAMAULIPAS,723.3,DIC,33.9,1995
TLAXCALA,"1,132.1",DIC,65.0,1995
VERACRUZ,"1,474.5",DIC,69.0,1995
YUCATÁN,909.9,DIC,58.4,1995
ZACATECAS,499.2,DIC,14.5,1995
AGUASCALIENTES,379.6,ENE,0.0,1996
BAJA CALIFORNIA,137.6,ENE,22.6,1996
BAJA CALIFORNIA SUR,159.9,ENE,0.1,1996
CAMPECHE,"1,270.3",ENE,25.3,1996
COAHUILA,328.4,ENE,1.0,1996
COLIMA,906.6,ENE,0.0,1996
CHIAPAS,"1,522.4",ENE,22.5,1996
CHIHUAHUA,439.9,ENE,3.5,1996
DISTRITO FEDERAL,619.9,ENE,0.3,1996
DURANGO,442.3,ENE,1.8,1996
GUANAJUATO,567.0,ENE,0.0,1996
GUERRERO,"1,000.7",ENE,0.0,1996
HIDALGO,540.0,ENE,0.4,1996
JALISCO,598.0,ENE,0.0,1996
ESTADO DE MÉXICO,559.7,ENE,0.0,1996
MICHOACÁN,632.7,ENE,0.0,1996
MORELOS,890.0,ENE,0.0,1996
NAYARIT,972.1,ENE,0.0,1996
NUEVO LEÓN,413.3,ENE,3.4,1996
OAXACA,"1,323.1",ENE,1.9,1996
PUEBLA,"1,616.4",ENE,7.3,1996
QUERÉTARO,367.3,ENE,0.0,1996
QUINTANA ROO,"1,132.1",ENE,30.6,1996
SAN LUIS POTOSÍ,782.8,ENE,0.9,1996
SINALOA,675.9,ENE,0.7,1996
SONORA,327.0,ENE,0.0,1996
TABASCO,"1,996.2",ENE,70.1,1996
TAMAULIPAS,465.3,ENE,0.6,1996
TLAXCALA,726.9,ENE,0.0,1996
VERACRUZ,"1,304.3",ENE,12.9,1996
YUCATÁN,747.9,ENE,21.5,1996
ZACATECAS,482.3,ENE,0.0,1996
AGUASCALIENTES,379.6,FEB,1.4,1996
BAJA CALIFORNIA,137.6,FEB,19.1,1996
BAJA CALIFORNIA SUR,159.9,FEB,0.6,1996
CAMPECHE,"1,270.3",FEB,14.5,1996
COAHUILA,328.4,FEB,1.6,1996
COLIMA,906.6,FEB,0.2,1996
CHIAPAS,"1,522.4",FEB,16.7,1996
CHIHUAHUA,439.9,FEB,2.8,1996
DISTRITO FEDERAL,619.9,FEB,0.4,1996
DURANGO,442.3,FEB,0.9,1996
GUANAJUATO,567.0,FEB,0.0,1996
GUERRERO,"1,000.7",FEB,0.0,1996
HIDALGO,540.0,FEB,3.8,1996
JALISCO,598.0,FEB,0.3,1996
ESTADO DE MÉXICO,559.7,FEB,0.4,1996
MICHOACÁN,632.7,FEB,0.0,1996
MORELOS,890.0,FEB,0.0,1996
NAYARIT,972.1,FEB,0.1,1996
NUEVO LEÓN,413.3,FEB,2.6,1996
OAXACA,"1,323.1",FEB,9.8,1996
PUEBLA,"1,616.4",FEB,19.9,1996
QUERÉTARO,367.3,FEB,0.0,1996
QUINTANA ROO,"1,132.1",FEB,19.1,1996
SAN LUIS POTOSÍ,782.8,FEB,6.2,1996
SINALOA,675.9,FEB,0.5,1996
SONORA,327.0,FEB,2.6,1996
TABASCO,"1,996.2",FEB,49.7,1996
TAMAULIPAS,465.3,FEB,1.0,1996
TLAXCALA,726.9,FEB,0.5,1996
VERACRUZ,"1,304.3",FEB,23.3,1996
YUCATÁN,747.9,FEB,12.1,1996
ZACATECAS,482.3,FEB,2.6,1996
AGUASCALIENTES,379.6,MAR,0.0,1996
BAJA CALIFORNIA,137.6,MAR,40.6,1996
BAJA CALIFORNIA SUR,159.9,MAR,0.0,1996
CAMPECHE,"1,270.3",MAR,19.0,1996
COAHUILA,328.4,MAR,0.2,1996
COLIMA,906.6,MAR,0.0,1996
CHIAPAS,"1,522.4",MAR,17.9,1996
CHIHUAHUA,439.9,MAR,0.0,1996
DISTRITO FEDERAL,619.9,MAR,2.3,1996
DURANGO,442.3,MAR,0.0,1996
GUANAJUATO,567.0,MAR,0.8,1996
GUERRERO,"1,000.7",MAR,0.0,1996
HIDALGO,540.0,MAR,11.1,1996
JALISCO,598.0,MAR,0.1,1996
ESTADO DE MÉXICO,559.7,MAR,2.3,1996
MICHOACÁN,632.7,MAR,0.3,1996
MORELOS,890.0,MAR,8.5,1996
NAYARIT,972.1,MAR,0.2,1996
NUEVO LEÓN,413.3,MAR,2.4,1996
OAXACA,"1,323.1",MAR,6.9,1996
PUEBLA,"1,616.4",MAR,25.8,1996
QUERÉTARO,367.3,MAR,0.7,1996
QUINTANA ROO,"1,132.1",MAR,55.1,1996
SAN LUIS POTOSÍ,782.8,MAR,9.6,1996
SINALOA,675.9,MAR,0.0,1996
SONORA,327.0,MAR,0.2,1996
TABASCO,"1,996.2",MAR,61.5,1996
TAMAULIPAS,465.3,MAR,8.1,1996
TLAXCALA,726.9,MAR,3.8,1996
VERACRUZ,"1,304.3",MAR,33.7,1996
YUCATÁN,747.9,MAR,41.7,1996
ZACATECAS,482.3,MAR,0.0,1996
AGUASCALIENTES,379.6,ABR,6.4,1996
BAJA CALIFORNIA,137.6,ABR,2.8,1996
BAJA CALIFORNIA SUR,159.9,ABR,0.0,1996
CAMPECHE,"1,270.3",ABR,67.0,1996
COAHUILA,328.4,ABR,19.1,1996
COLIMA,906.6,ABR,0.0,1996
CHIAPAS,"1,522.4",ABR,56.7,1996
CHIHUAHUA,439.9,ABR,0.9,1996
DISTRITO FEDERAL,619.9,ABR,30.7,1996
DURANGO,442.3,ABR,4.6,1996
GUANAJUATO,567.0,ABR,1.7,1996
GUERRERO,"1,000.7",ABR,3.5,1996
HIDALGO,540.0,ABR,12.2,1996
JALISCO,598.0,ABR,2.7,1996
ESTADO DE MÉXICO,559.7,ABR,19.9,1996
MICHOACÁN,632.7,ABR,3.2,1996
MORELOS,890.0,ABR,4.5,1996
NAYARIT,972.1,ABR,2.2,1996
NUEVO LEÓN,413.3,ABR,8.3,1996
OAXACA,"1,323.1",ABR,23.9,1996
PUEBLA,"1,616.4",ABR,35.8,1996
QUERÉTARO,367.3,ABR,1.0,1996
QUINTANA ROO,"1,132.1",ABR,146.0,1996
SAN LUIS POTOSÍ,782.8,ABR,6.6,1996
SINALOA,675.9,ABR,1.1,1996
SONORA,327.0,ABR,0.2,1996
TABASCO,"1,996.2",ABR,109.0,1996
TAMAULIPAS,465.3,ABR,5.4,1996
TLAXCALA,726.9,ABR,24.7,1996
VERACRUZ,"1,304.3",ABR,30.3,1996
YUCATÁN,747.9,ABR,32.9,1996
ZACATECAS,482.3,ABR,6.2,1996
AGUASCALIENTES,379.6,MAY,2.9,1996
BAJA CALIFORNIA,137.6,MAY,0.0,1996
BAJA CALIFORNIA SUR,159.9,MAY,0.0,1996
CAMPECHE,"1,270.3",MAY,83.3,1996
COAHUILA,328.4,MAY,43.3,1996
COLIMA,906.6,MAY,3.8,1996
CHIAPAS,"1,522.4",MAY,76.9,1996
CHIHUAHUA,439.9,MAY,0.3,1996
DISTRITO FEDERAL,619.9,MAY,24.0,1996
DURANGO,442.3,MAY,5.3,1996
GUANAJUATO,567.0,MAY,10.0,1996
GUERRERO,"1,000.7",MAY,50.1,1996
HIDALGO,540.0,MAY,5.8,1996
JALISCO,598.0,MAY,13.4,1996
ESTADO DE MÉXICO,559.7,MAY,25.0,1996
MICHOACÁN,632.7,MAY,14.7,1996
MORELOS,890.0,MAY,34.9,1996
NAYARIT,972.1,MAY,1.1,1996
NUEVO LEÓN,413.3,MAY,13.5,1996
OAXACA,"1,323.1",MAY,55.2,1996
PUEBLA,"1,616.4",MAY,34.7,1996
QUERÉTARO,367.3,MAY,9.9,1996
QUINTANA ROO,"1,132.1",MAY,114.7,1996
SAN LUIS POTOSÍ,782.8,MAY,21.3,1996
SINALOA,675.9,MAY,0.0,1996
SONORA,327.0,MAY,0.3,1996
TABASCO,"1,996.2",MAY,63.3,1996
TAMAULIPAS,465.3,MAY,10.6,1996
TLAXCALA,726.9,MAY,67.2,1996
VERACRUZ,"1,304.3",MAY,48.4,1996
YUCATÁN,747.9,MAY,46.9,1996
ZACATECAS,482.3,MAY,7.6,1996
AGUASCALIENTES,379.6,JUN,50.3,1996
BAJA CALIFORNIA,137.6,JUN,0.0,1996
BAJA CALIFORNIA SUR,159.9,JUN,0.3,1996
CAMPECHE,"1,270.3",JUN,227.5,1996
COAHUILA,328.4,JUN,18.1,1996
COLIMA,906.6,JUN,185.0,1996
CHIAPAS,"1,522.4",JUN,268.0,1996
CHIHUAHUA,439.9,JUN,75.9,1996
DISTRITO FEDERAL,619.9,JUN,133.6,1996
DURANGO,442.3,JUN,67.1,1996
GUANAJUATO,567.0,JUN,74.2,1996
GUERRERO,"1,000.7",JUN,256.0,1996
HIDALGO,540.0,JUN,102.4,1996
JALISCO,598.0,JUN,115.2,1996
ESTADO DE MÉXICO,559.7,JUN,91.4,1996
MICHOACÁN,632.7,JUN,131.0,1996
MORELOS,890.0,JUN,228.5,1996
NAYARIT,972.1,JUN,116.2,1996
NUEVO LEÓN,413.3,JUN,33.8,1996
OAXACA,"1,323.1",JUN,256.0,1996
PUEBLA,"1,616.4",JUN,310.6,1996
QUERÉTARO,367.3,JUN,61.7,1996
QUINTANA ROO,"1,132.1",JUN,134.6,1996
SAN LUIS POTOSÍ,782.8,JUN,153.3,1996
SINALOA,675.9,JUN,29.5,1996
SONORA,327.0,JUN,13.2,1996
TABASCO,"1,996.2",JUN,248.4,1996
TAMAULIPAS,465.3,JUN,46.7,1996
TLAXCALA,726.9,JUN,155.0,1996
VERACRUZ,"1,304.3",JUN,259.3,1996
YUCATÁN,747.9,JUN,135.0,1996
ZACATECAS,482.3,JUN,97.1,1996
AGUASCALIENTES,379.6,JUL,39.1,1996
BAJA CALIFORNIA,137.6,JUL,3.4,1996
BAJA CALIFORNIA SUR,159.9,JUL,6.0,1996
CAMPECHE,"1,270.3",JUL,159.0,1996
COAHUILA,328.4,JUL,33.1,1996
COLIMA,906.6,JUL,161.9,1996
CHIAPAS,"1,522.4",JUL,264.6,1996
CHIHUAHUA,439.9,JUL,88.2,1996
DISTRITO FEDERAL,619.9,JUL,109.0,1996
DURANGO,442.3,JUL,61.5,1996
GUANAJUATO,567.0,JUL,88.5,1996
GUERRERO,"1,000.7",JUL,195.9,1996
HIDALGO,540.0,JUL,57.4,1996
JALISCO,598.0,JUL,98.8,1996
ESTADO DE MÉXICO,559.7,JUL,96.7,1996
MICHOACÁN,632.7,JUL,113.4,1996
MORELOS,890.0,JUL,168.2,1996
NAYARIT,972.1,JUL,260.2,1996
NUEVO LEÓN,413.3,JUL,14.5,1996
OAXACA,"1,323.1",JUL,318.8,1996
PUEBLA,"1,616.4",JUL,256.6,1996
QUERÉTARO,367.3,JUL,66.3,1996
QUINTANA ROO,"1,132.1",JUL,91.8,1996
SAN LUIS POTOSÍ,782.8,JUL,20.4,1996
SINALOA,675.9,JUL,206.1,1996
SONORA,327.0,JUL,142.1,1996
TABASCO,"1,996.2",JUL,232.6,1996
TAMAULIPAS,465.3,JUL,5.9,1996
TLAXCALA,726.9,JUL,115.6,1996
VERACRUZ,"1,304.3",JUL,197.8,1996
YUCATÁN,747.9,JUL,124.4,1996
ZACATECAS,482.3,JUL,74.9,1996
AGUASCALIENTES,379.6,AGO,87.2,1996
BAJA CALIFORNIA,137.6,AGO,0.3,1996
BAJA CALIFORNIA SUR,159.9,AGO,73.0,1996
CAMPECHE,"1,270.3",AGO,241.4,1996
COAHUILA,328.4,AGO,108.1,1996
COLIMA,906.6,AGO,303.0,1996
CHIAPAS,"1,522.4",AGO,237.6,1996
CHIHUAHUA,439.9,AGO,153.5,1996
DISTRITO FEDERAL,619.9,AGO,114.7,1996
DURANGO,442.3,AGO,153.4,1996
GUANAJUATO,567.0,AGO,173.2,1996
GUERRERO,"1,000.7",AGO,203.3,1996
HIDALGO,540.0,AGO,126.6,1996
JALISCO,598.0,AGO,149.4,1996
ESTADO DE MÉXICO,559.7,AGO,93.0,1996
MICHOACÁN,632.7,AGO,141.8,1996
MORELOS,890.0,AGO,230.6,1996
NAYARIT,972.1,AGO,237.7,1996
NUEVO LEÓN,413.3,AGO,187.4,1996
OAXACA,"1,323.1",AGO,310.4,1996
PUEBLA,"1,616.4",AGO,419.1,1996
QUERÉTARO,367.3,AGO,51.5,1996
QUINTANA ROO,"1,132.1",AGO,172.8,1996
SAN LUIS POTOSÍ,782.8,AGO,255.8,1996
SINALOA,675.9,AGO,246.0,1996
SONORA,327.0,AGO,89.6,1996
TABASCO,"1,996.2",AGO,217.1,1996
TAMAULIPAS,465.3,AGO,185.8,1996
TLAXCALA,726.9,AGO,137.4,1996
VERACRUZ,"1,304.3",AGO,284.7,1996
YUCATÁN,747.9,AGO,82.2,1996
ZACATECAS,482.3,AGO,107.3,1996
AGUASCALIENTES,379.6,SEP,130.7,1996
BAJA CALIFORNIA,137.6,SEP,0.7,1996
BAJA CALIFORNIA SUR,159.9,SEP,74.2,1996
CAMPECHE,"1,270.3",SEP,169.0,1996
COAHUILA,328.4,SEP,49.6,1996
COLIMA,906.6,SEP,84.1,1996
CHIAPAS,"1,522.4",SEP,273.2,1996
CHIHUAHUA,439.9,SEP,76.8,1996
DISTRITO FEDERAL,619.9,SEP,134.8,1996
DURANGO,442.3,SEP,85.2,1996
GUANAJUATO,567.0,SEP,165.7,1996
GUERRERO,"1,000.7",SEP,151.7,1996
HIDALGO,540.0,SEP,138.2,1996
JALISCO,598.0,SEP,134.3,1996
ESTADO DE MÉXICO,559.7,SEP,159.4,1996
MICHOACÁN,632.7,SEP,113.7,1996
MORELOS,890.0,SEP,109.9,1996
NAYARIT,972.1,SEP,238.3,1996
NUEVO LEÓN,413.3,SEP,48.0,1996
OAXACA,"1,323.1",SEP,171.8,1996
PUEBLA,"1,616.4",SEP,244.5,1996
QUERÉTARO,367.3,SEP,136.0,1996
QUINTANA ROO,"1,132.1",SEP,80.3,1996
SAN LUIS POTOSÍ,782.8,SEP,212.7,1996
SINALOA,675.9,SEP,131.6,1996
SONORA,327.0,SEP,64.1,1996
TABASCO,"1,996.2",SEP,262.1,1996
TAMAULIPAS,465.3,SEP,109.6,1996
TLAXCALA,726.9,SEP,161.7,1996
VERACRUZ,"1,304.3",SEP,199.8,1996
YUCATÁN,747.9,SEP,73.4,1996
ZACATECAS,482.3,SEP,103.9,1996
AGUASCALIENTES,379.6,OCT,58.7,1996
BAJA CALIFORNIA,137.6,OCT,20.5,1996
BAJA CALIFORNIA SUR,159.9,OCT,0.8,1996
CAMPECHE,"1,270.3",OCT,170.2,1996
COAHUILA,328.4,OCT,42.3,1996
COLIMA,906.6,OCT,159.4,1996
CHIAPAS,"1,522.4",OCT,168.0,1996
CHIHUAHUA,439.9,OCT,7.3,1996
DISTRITO FEDERAL,619.9,OCT,52.1,1996
DURANGO,442.3,OCT,50.9,1996
GUANAJUATO,567.0,OCT,51.0,1996
GUERRERO,"1,000.7",OCT,132.6,1996
HIDALGO,540.0,OCT,62.5,1996
JALISCO,598.0,OCT,77.3,1996
ESTADO DE MÉXICO,559.7,OCT,64.3,1996
MICHOACÁN,632.7,OCT,109.2,1996
MORELOS,890.0,OCT,89.6,1996
NAYARIT,972.1,OCT,86.4,1996
NUEVO LEÓN,413.3,OCT,89.5,1996
OAXACA,"1,323.1",OCT,114.4,1996
PUEBLA,"1,616.4",OCT,144.4,1996
QUERÉTARO,367.3,OCT,39.3,1996
QUINTANA ROO,"1,132.1",OCT,158.5,1996
SAN LUIS POTOSÍ,782.8,OCT,63.0,1996
SINALOA,675.9,OCT,20.3,1996
SONORA,327.0,OCT,8.0,1996
TABASCO,"1,996.2",OCT,307.4,1996
TAMAULIPAS,465.3,OCT,60.3,1996
TLAXCALA,726.9,OCT,41.4,1996
VERACRUZ,"1,304.3",OCT,84.4,1996
YUCATÁN,747.9,OCT,107.0,1996
ZACATECAS,482.3,OCT,72.5,1996
AGUASCALIENTES,379.6,NOV,2.8,1996
BAJA CALIFORNIA,137.6,NOV,16.0,1996
BAJA CALIFORNIA SUR,159.9,NOV,4.7,1996
CAMPECHE,"1,270.3",NOV,57.6,1996
COAHUILA,328.4,NOV,9.4,1996
COLIMA,906.6,NOV,6.3,1996
CHIAPAS,"1,522.4",NOV,73.9,1996
CHIHUAHUA,439.9,NOV,30.7,1996
DISTRITO FEDERAL,619.9,NOV,0.3,1996
DURANGO,442.3,NOV,9.3,1996
GUANAJUATO,567.0,NOV,0.5,1996
GUERRERO,"1,000.7",NOV,4.3,1996
HIDALGO,540.0,NOV,13.1,1996
JALISCO,598.0,NOV,6.5,1996
ESTADO DE MÉXICO,559.7,NOV,1.5,1996
MICHOACÁN,632.7,NOV,3.9,1996
MORELOS,890.0,NOV,0.0,1996
NAYARIT,972.1,NOV,29.7,1996
NUEVO LEÓN,413.3,NOV,7.2,1996
OAXACA,"1,323.1",NOV,43.4,1996
PUEBLA,"1,616.4",NOV,88.3,1996
QUERÉTARO,367.3,NOV,0.0,1996
QUINTANA ROO,"1,132.1",NOV,92.6,1996
SAN LUIS POTOSÍ,782.8,NOV,9.3,1996
SINALOA,675.9,NOV,40.0,1996
SONORA,327.0,NOV,6.7,1996
TABASCO,"1,996.2",NOV,203.8,1996
TAMAULIPAS,465.3,NOV,18.5,1996
TLAXCALA,726.9,NOV,0.0,1996
VERACRUZ,"1,304.3",NOV,82.5,1996
YUCATÁN,747.9,NOV,16.9,1996
ZACATECAS,482.3,NOV,10.2,1996
AGUASCALIENTES,379.6,DIC,0.1,1996
BAJA CALIFORNIA,137.6,DIC,11.6,1996
BAJA CALIFORNIA SUR,159.9,DIC,0.2,1996
CAMPECHE,"1,270.3",DIC,36.5,1996
COAHUILA,328.4,DIC,2.6,1996
COLIMA,906.6,DIC,2.9,1996
CHIAPAS,"1,522.4",DIC,46.4,1996
CHIHUAHUA,439.9,DIC,0.0,1996
DISTRITO FEDERAL,619.9,DIC,17.7,1996
DURANGO,442.3,DIC,2.3,1996
GUANAJUATO,567.0,DIC,1.4,1996
GUERRERO,"1,000.7",DIC,3.3,1996
HIDALGO,540.0,DIC,6.5,1996
JALISCO,598.0,DIC,0.0,1996
ESTADO DE MÉXICO,559.7,DIC,5.8,1996
MICHOACÁN,632.7,DIC,1.5,1996
MORELOS,890.0,DIC,15.3,1996
NAYARIT,972.1,DIC,0.0,1996
NUEVO LEÓN,413.3,DIC,2.7,1996
OAXACA,"1,323.1",DIC,10.6,1996
PUEBLA,"1,616.4",DIC,29.4,1996
QUERÉTARO,367.3,DIC,0.9,1996
QUINTANA ROO,"1,132.1",DIC,36.0,1996
SAN LUIS POTOSÍ,782.8,DIC,23.7,1996
SINALOA,675.9,DIC,0.1,1996
SONORA,327.0,DIC,0.0,1996
TABASCO,"1,996.2",DIC,171.2,1996
TAMAULIPAS,465.3,DIC,12.8,1996
TLAXCALA,726.9,DIC,19.6,1996
VERACRUZ,"1,304.3",DIC,47.2,1996
YUCATÁN,747.9,DIC,53.9,1996
ZACATECAS,482.3,DIC,0.0,1996
AGUASCALIENTES,322.6,ENE,20.8,1997
BAJA CALIFORNIA,182.5,ENE,47.3,1997
BAJA CALIFORNIA SUR,267.9,ENE,19.0,1997
CAMPECHE,"1,411.7",ENE,33.9,1997
COAHUILA,417.2,ENE,7.7,1997
COLIMA,692.2,ENE,0.8,1997
CHIAPAS,"1,475.7",ENE,17.0,1997
CHIHUAHUA,455.4,ENE,7.8,1997
DISTRITO FEDERAL,778.0,ENE,1.3,1997
DURANGO,393.2,ENE,27.1,1997
GUANAJUATO,489.8,ENE,2.6,1997
GUERRERO,823.7,ENE,0.1,1997
HIDALGO,585.6,ENE,7.8,1997
JALISCO,580.0,ENE,5.2,1997
ESTADO DE MÉXICO,540.4,ENE,2.0,1997
MICHOACÁN,458.7,ENE,2.8,1997
MORELOS,706.5,ENE,0.3,1997
NAYARIT,"1,213.6",ENE,49.4,1997
NUEVO LEÓN,547.6,ENE,9.8,1997
OAXACA,"1,286.7",ENE,12.6,1997
PUEBLA,"1,423.2",ENE,8.0,1997
QUERÉTARO,496.7,ENE,1.1,1997
QUINTANA ROO,"1,265.4",ENE,45.1,1997
SAN LUIS POTOSÍ,764.3,ENE,11.8,1997
SINALOA,670.6,ENE,30.9,1997
SONORA,395.6,ENE,3.2,1997
TABASCO,"2,134.7",ENE,124.3,1997
TAMAULIPAS,808.5,ENE,6.4,1997
TLAXCALA,720.9,ENE,9.0,1997
VERACRUZ,"1,550.3",ENE,36.8,1997
YUCATÁN,834.6,ENE,18.6,1997
ZACATECAS,424.1,ENE,30.2,1997
AGUASCALIENTES,322.6,FEB,13.9,1997
BAJA CALIFORNIA,182.5,FEB,10.3,1997
BAJA CALIFORNIA SUR,267.9,FEB,0.4,1997
CAMPECHE,"1,411.7",FEB,63.7,1997
COAHUILA,417.2,FEB,24.5,1997
COLIMA,692.2,FEB,0.0,1997
CHIAPAS,"1,475.7",FEB,39.7,1997
CHIHUAHUA,455.4,FEB,7.8,1997
DISTRITO FEDERAL,778.0,FEB,1.7,1997
DURANGO,393.2,FEB,6.2,1997
GUANAJUATO,489.8,FEB,1.4,1997
GUERRERO,823.7,FEB,0.0,1997
HIDALGO,585.6,FEB,7.3,1997
JALISCO,580.0,FEB,1.8,1997
ESTADO DE MÉXICO,540.4,FEB,1.0,1997
MICHOACÁN,458.7,FEB,0.2,1997
MORELOS,706.5,FEB,0.3,1997
NAYARIT,"1,213.6",FEB,15.3,1997
NUEVO LEÓN,547.6,FEB,12.6,1997
OAXACA,"1,286.7",FEB,8.7,1997
PUEBLA,"1,423.2",FEB,28.4,1997
QUERÉTARO,496.7,FEB,0.0,1997
QUINTANA ROO,"1,265.4",FEB,73.1,1997
SAN LUIS POTOSÍ,764.3,FEB,11.8,1997
SINALOA,670.6,FEB,1.0,1997
SONORA,395.6,FEB,8.2,1997
TABASCO,"2,134.7",FEB,159.5,1997
TAMAULIPAS,808.5,FEB,12.1,1997
TLAXCALA,720.9,FEB,1.2,1997
VERACRUZ,"1,550.3",FEB,28.3,1997
YUCATÁN,834.6,FEB,20.3,1997
ZACATECAS,424.1,FEB,9.8,1997
AGUASCALIENTES,322.6,MAR,17.5,1997
BAJA CALIFORNIA,182.5,MAR,0.0,1997
BAJA CALIFORNIA SUR,267.9,MAR,0.0,1997
CAMPECHE,"1,411.7",MAR,21.9,1997
COAHUILA,417.2,MAR,61.3,1997
COLIMA,692.2,MAR,9.5,1997
CHIAPAS,"1,475.7",MAR,14.4,1997
CHIHUAHUA,455.4,MAR,12.4,1997
DISTRITO FEDERAL,778.0,MAR,33.2,1997
DURANGO,393.2,MAR,15.0,1997
GUANAJUATO,489.8,MAR,28.8,1997
GUERRERO,823.7,MAR,7.3,1997
HIDALGO,585.6,MAR,62.8,1997
JALISCO,580.0,MAR,17.7,1997
ESTADO DE MÉXICO,540.4,MAR,19.9,1997
MICHOACÁN,458.7,MAR,7.2,1997
MORELOS,706.5,MAR,13.0,1997
NAYARIT,"1,213.6",MAR,7.2,1997
