ENTIDAD,ANUAL,MESES,Prec,AÑO
AGUASCALIENTES,582.2,DIC,0.4,2007
BAJA CALIFORNIA,105.5,DIC,21.6,2007
BAJA CALIFORNIA SUR,310.0,DIC,1.4,2007
CAMPECHE,"1,307.1",DIC,9.6,2007
COAHUILA,522.3,DIC,0.8,2007
COLIMA,"1,029.1",DIC,12.6,2007
CHIAPAS,"2,302.6",DIC,19.2,2007
CHIHUAHUA,496.5,DIC,32.6,2007
DISTRITO FEDERAL,866.5,DIC,1.3,2007
DURANGO,429.6,DIC,2.2,2007
GUANAJUATO,798.7,DIC,2.2,2007
GUERRERO,"1,193.2",DIC,4.3,2007
HIDALGO,891.2,DIC,9.5,2007
JALISCO,836.5,DIC,3.2,2007
ESTADO DE MÉXICO,876.3,DIC,2.1,2007
MICHOACÁN,824.0,DIC,8.4,2007
MORELOS,773.6,DIC,0.7,2007
NAYARIT,"1,055.0",DIC,0.0,2007
NUEVO LEÓN,698.5,DIC,0.8,2007
OAXACA,"1,155.2",DIC,8.3,2007
PUEBLA,"1,410.1",DIC,25.5,2007
QUERÉTARO,639.2,DIC,1.0,2007
QUINTANA ROO,"1,093.3",DIC,42.7,2007
SAN LUIS POTOSÍ,"1,222.7",DIC,4.3,2007
SINALOA,638.6,DIC,31.7,2007
SONORA,444.5,DIC,20.5,2007
TABASCO,"2,554.1",DIC,59.4,2007
TAMAULIPAS,"1,002.4",DIC,3.3,2007
TLAXCALA,677.2,DIC,5.6,2007
VERACRUZ,"1,502.6",DIC,54.9,2007
YUCATÁN,991.4,DIC,6.6,2007
ZACATECAS,440.1,DIC,1.2,2007
AGUASCALIENTES,656.9,ENE,0.0,2008
BAJA CALIFORNIA,261.2,ENE,64.1,2008
BAJA CALIFORNIA SUR,166.8,ENE,12.7,2008
CAMPECHE,"1,560.0",ENE,25.2,2008
COAHUILA,459.0,ENE,5.6,2008
COLIMA,933.1,ENE,0.0,2008
CHIAPAS,"2,354.9",ENE,69.9,2008
CHIHUAHUA,550.1,ENE,20.2,2008
DISTRITO FEDERAL,740.9,ENE,0.1,2008
DURANGO,642.6,ENE,0.3,2008
GUANAJUATO,732.8,ENE,0.6,2008
GUERRERO,"1,272.4",ENE,0.0,2008
HIDALGO,803.5,ENE,13.3,2008
JALISCO,868.8,ENE,0.0,2008
ESTADO DE MÉXICO,679.6,ENE,0.2,2008
MICHOACÁN,824.7,ENE,0.2,2008
MORELOS,"1,022.7",ENE,0.0,2008
NAYARIT,"1,550.6",ENE,0.0,2008
NUEVO LEÓN,824.1,ENE,29.4,2008
OAXACA,"1,710.3",ENE,28.2,2008
PUEBLA,"1,395.9",ENE,35.8,2008
QUERÉTARO,641.7,ENE,0.0,2008
QUINTANA ROO,"1,209.9",ENE,62.5,2008
SAN LUIS POTOSÍ,"1,375.3",ENE,10.7,2008
SINALOA,737.9,ENE,0.3,2008
SONORA,457.8,ENE,11.0,2008
TABASCO,"2,617.3",ENE,259.7,2008
TAMAULIPAS,"1,047.0",ENE,22.0,2008
TLAXCALA,679.8,ENE,0.4,2008
VERACRUZ,"1,573.9",ENE,50.2,2008
YUCATÁN,899.3,ENE,29.9,2008
ZACATECAS,580.4,ENE,0.0,2008
AGUASCALIENTES,656.9,FEB,3.1,2008
BAJA CALIFORNIA,261.2,FEB,35.3,2008
BAJA CALIFORNIA SUR,166.8,FEB,0.0,2008
CAMPECHE,"1,560.0",FEB,66.3,2008
COAHUILA,459.0,FEB,0.1,2008
COLIMA,933.1,FEB,0.0,2008
CHIAPAS,"2,354.9",FEB,50.6,2008
CHIHUAHUA,550.1,FEB,1.4,2008
DISTRITO FEDERAL,740.9,FEB,2.9,2008
DURANGO,642.6,FEB,1.2,2008
GUANAJUATO,732.8,FEB,2.5,2008
GUERRERO,"1,272.4",FEB,0.0,2008
HIDALGO,803.5,FEB,5.5,2008
JALISCO,868.8,FEB,0.8,2008
ESTADO DE MÉXICO,679.6,FEB,1.1,2008
MICHOACÁN,824.7,FEB,0.8,2008
MORELOS,"1,022.7",FEB,0.4,2008
NAYARIT,"1,550.6",FEB,0.0,2008
NUEVO LEÓN,824.1,FEB,5.2,2008
OAXACA,"1,710.3",FEB,5.1,2008
PUEBLA,"1,395.9",FEB,17.9,2008
QUERÉTARO,641.7,FEB,6.3,2008
QUINTANA ROO,"1,209.9",FEB,28.0,2008
SAN LUIS POTOSÍ,"1,375.3",FEB,10.8,2008
SINALOA,737.9,FEB,1.0,2008
SONORA,457.8,FEB,3.5,2008
TABASCO,"2,617.3",FEB,115.8,2008
TAMAULIPAS,"1,047.0",FEB,22.9,2008
TLAXCALA,679.8,FEB,4.7,2008
VERACRUZ,"1,573.9",FEB,31.6,2008
YUCATÁN,899.3,FEB,87.1,2008
ZACATECAS,580.4,FEB,4.0,2008
AGUASCALIENTES,656.9,MAR,0.0,2008
BAJA CALIFORNIA,261.2,MAR,0.8,2008
BAJA CALIFORNIA SUR,166.8,MAR,0.8,2008
CAMPECHE,"1,560.0",MAR,28.7,2008
COAHUILA,459.0,MAR,6.5,2008
COLIMA,933.1,MAR,0.0,2008
CHIAPAS,"2,354.9",MAR,33.3,2008
CHIHUAHUA,550.1,MAR,2.6,2008
DISTRITO FEDERAL,740.9,MAR,3.1,2008
DURANGO,642.6,MAR,0.1,2008
GUANAJUATO,732.8,MAR,0.2,2008
GUERRERO,"1,272.4",MAR,0.1,2008
HIDALGO,803.5,MAR,15.9,2008
JALISCO,868.8,MAR,0.1,2008
ESTADO DE MÉXICO,679.6,MAR,1.9,2008
MICHOACÁN,824.7,MAR,0.0,2008
MORELOS,"1,022.7",MAR,0.0,2008
NAYARIT,"1,550.6",MAR,0.4,2008
NUEVO LEÓN,824.1,MAR,7.5,2008
OAXACA,"1,710.3",MAR,8.0,2008
PUEBLA,"1,395.9",MAR,12.7,2008
QUERÉTARO,641.7,MAR,1.4,2008
QUINTANA ROO,"1,209.9",MAR,46.1,2008
SAN LUIS POTOSÍ,"1,375.3",MAR,5.7,2008
SINALOA,737.9,MAR,1.6,2008
SONORA,457.8,MAR,0.4,2008
TABASCO,"2,617.3",MAR,63.9,2008
TAMAULIPAS,"1,047.0",MAR,3.3,2008
TLAXCALA,679.8,MAR,3.2,2008
VERACRUZ,"1,573.9",MAR,17.9,2008
YUCATÁN,899.3,MAR,45.9,2008
ZACATECAS,580.4,MAR,0.7,2008
AGUASCALIENTES,656.9,ABR,13.2,2008
BAJA CALIFORNIA,261.2,ABR,0.0,2008
BAJA CALIFORNIA SUR,166.8,ABR,0.0,2008
CAMPECHE,"1,560.0",ABR,54.8,2008
COAHUILA,459.0,ABR,15.5,2008
COLIMA,933.1,ABR,0.0,2008
CHIAPAS,"2,354.9",ABR,90.8,2008
CHIHUAHUA,550.1,ABR,0.3,2008
DISTRITO FEDERAL,740.9,ABR,39.4,2008
DURANGO,642.6,ABR,2.1,2008
GUANAJUATO,732.8,ABR,3.8,2008
GUERRERO,"1,272.4",ABR,11.2,2008
HIDALGO,803.5,ABR,41.6,2008
JALISCO,868.8,ABR,5.0,2008
ESTADO DE MÉXICO,679.6,ABR,32.1,2008
MICHOACÁN,824.7,ABR,11.2,2008
MORELOS,"1,022.7",ABR,13.9,2008
NAYARIT,"1,550.6",ABR,0.0,2008
NUEVO LEÓN,824.1,ABR,30.9,2008
OAXACA,"1,710.3",ABR,23.2,2008
PUEBLA,"1,395.9",ABR,82.0,2008
QUERÉTARO,641.7,ABR,3.4,2008
QUINTANA ROO,"1,209.9",ABR,17.4,2008
SAN LUIS POTOSÍ,"1,375.3",ABR,32.2,2008
SINALOA,737.9,ABR,0.0,2008
SONORA,457.8,ABR,0.0,2008
TABASCO,"2,617.3",ABR,146.3,2008
TAMAULIPAS,"1,047.0",ABR,50.6,2008
TLAXCALA,679.8,ABR,30.6,2008
VERACRUZ,"1,573.9",ABR,48.2,2008
YUCATÁN,899.3,ABR,24.0,2008
ZACATECAS,580.4,ABR,7.1,2008
AGUASCALIENTES,656.9,MAY,19.6,2008
BAJA CALIFORNIA,261.2,MAY,0.7,2008
BAJA CALIFORNIA SUR,166.8,MAY,0.0,2008
CAMPECHE,"1,560.0",MAY,126.5,2008
COAHUILA,459.0,MAY,70.8,2008
COLIMA,933.1,MAY,1.4,2008
CHIAPAS,"2,354.9",MAY,203.2,2008
CHIHUAHUA,550.1,MAY,11.5,2008
DISTRITO FEDERAL,740.9,MAY,42.6,2008
DURANGO,642.6,MAY,9.0,2008
GUANAJUATO,732.8,MAY,19.7,2008
GUERRERO,"1,272.4",MAY,15.4,2008
HIDALGO,803.5,MAY,52.6,2008
JALISCO,868.8,MAY,7.3,2008
ESTADO DE MÉXICO,679.6,MAY,25.9,2008
MICHOACÁN,824.7,MAY,11.7,2008
MORELOS,"1,022.7",MAY,40.7,2008
NAYARIT,"1,550.6",MAY,0.1,2008
NUEVO LEÓN,824.1,MAY,53.6,2008
OAXACA,"1,710.3",MAY,70.3,2008
PUEBLA,"1,395.9",MAY,63.6,2008
QUERÉTARO,641.7,MAY,23.3,2008
QUINTANA ROO,"1,209.9",MAY,91.9,2008
SAN LUIS POTOSÍ,"1,375.3",MAY,55.0,2008
SINALOA,737.9,MAY,0.1,2008
SONORA,457.8,MAY,0.8,2008
TABASCO,"2,617.3",MAY,150.2,2008
TAMAULIPAS,"1,047.0",MAY,50.2,2008
TLAXCALA,679.8,MAY,54.0,2008
VERACRUZ,"1,573.9",MAY,72.8,2008
YUCATÁN,899.3,MAY,44.3,2008
ZACATECAS,580.4,MAY,10.6,2008
AGUASCALIENTES,656.9,JUN,72.2,2008
BAJA CALIFORNIA,261.2,JUN,0.0,2008
BAJA CALIFORNIA SUR,166.8,JUN,0.0,2008
CAMPECHE,"1,560.0",JUN,279.2,2008
COAHUILA,459.0,JUN,20.3,2008
COLIMA,933.1,JUN,88.4,2008
CHIAPAS,"2,354.9",JUN,431.3,2008
CHIHUAHUA,550.1,JUN,30.7,2008
DISTRITO FEDERAL,740.9,JUN,152.8,2008
DURANGO,642.6,JUN,35.3,2008
GUANAJUATO,732.8,JUN,140.3,2008
GUERRERO,"1,272.4",JUN,208.2,2008
HIDALGO,803.5,JUN,120.5,2008
JALISCO,868.8,JUN,186.6,2008
ESTADO DE MÉXICO,679.6,JUN,154.1,2008
MICHOACÁN,824.7,JUN,150.7,2008
MORELOS,"1,022.7",JUN,259.7,2008
NAYARIT,"1,550.6",JUN,151.0,2008
NUEVO LEÓN,824.1,JUN,15.9,2008
OAXACA,"1,710.3",JUN,415.8,2008
PUEBLA,"1,395.9",JUN,312.8,2008
QUERÉTARO,641.7,JUN,96.3,2008
QUINTANA ROO,"1,209.9",JUN,193.7,2008
SAN LUIS POTOSÍ,"1,375.3",JUN,197.0,2008
SINALOA,737.9,JUN,16.4,2008
SONORA,457.8,JUN,21.3,2008
TABASCO,"2,617.3",JUN,308.4,2008
TAMAULIPAS,"1,047.0",JUN,96.4,2008
TLAXCALA,679.8,JUN,168.2,2008
VERACRUZ,"1,573.9",JUN,308.2,2008
YUCATÁN,899.3,JUN,208.1,2008
ZACATECAS,580.4,JUN,66.9,2008
AGUASCALIENTES,656.9,JUL,201.0,2008
BAJA CALIFORNIA,261.2,JUL,1.9,2008
BAJA CALIFORNIA SUR,166.8,JUL,5.1,2008
CAMPECHE,"1,560.0",JUL,104.0,2008
COAHUILA,459.0,JUL,74.7,2008
COLIMA,933.1,JUL,342.5,2008
CHIAPAS,"2,354.9",JUL,390.0,2008
CHIHUAHUA,550.1,JUL,179.6,2008
DISTRITO FEDERAL,740.9,JUL,164.0,2008
DURANGO,642.6,JUL,166.0,2008
GUANAJUATO,732.8,JUL,247.1,2008
GUERRERO,"1,272.4",JUL,296.5,2008
HIDALGO,803.5,JUL,168.4,2008
JALISCO,868.8,JUL,244.5,2008
ESTADO DE MÉXICO,679.6,JUL,158.7,2008
MICHOACÁN,824.7,JUL,242.9,2008
MORELOS,"1,022.7",JUL,251.5,2008
NAYARIT,"1,550.6",JUL,486.4,2008
NUEVO LEÓN,824.1,JUL,147.3,2008
OAXACA,"1,710.3",JUL,393.2,2008
PUEBLA,"1,395.9",JUL,266.2,2008
QUERÉTARO,641.7,JUL,187.3,2008
QUINTANA ROO,"1,209.9",JUL,123.1,2008
SAN LUIS POTOSÍ,"1,375.3",JUL,380.2,2008
SINALOA,737.9,JUL,236.2,2008
SONORA,457.8,JUL,123.5,2008
TABASCO,"2,617.3",JUL,204.2,2008
TAMAULIPAS,"1,047.0",JUL,347.0,2008
TLAXCALA,679.8,JUL,177.9,2008
VERACRUZ,"1,573.9",JUL,249.7,2008
YUCATÁN,899.3,JUL,110.5,2008
ZACATECAS,580.4,JUL,162.4,2008
AGUASCALIENTES,656.9,AGO,262.7,2008
BAJA CALIFORNIA,261.2,AGO,12.6,2008
BAJA CALIFORNIA SUR,166.8,AGO,8.8,2008
CAMPECHE,"1,560.0",AGO,194.3,2008
COAHUILA,459.0,AGO,208.3,2008
COLIMA,933.1,AGO,164.5,2008
CHIAPAS,"2,354.9",AGO,315.8,2008
CHIHUAHUA,550.1,AGO,163.4,2008
DISTRITO FEDERAL,740.9,AGO,184.7,2008
DURANGO,642.6,AGO,232.2,2008
GUANAJUATO,732.8,AGO,208.4,2008
GUERRERO,"1,272.4",AGO,295.7,2008
HIDALGO,803.5,AGO,112.7,2008
JALISCO,868.8,AGO,212.1,2008
ESTADO DE MÉXICO,679.6,AGO,171.9,2008
MICHOACÁN,824.7,AGO,211.6,2008
MORELOS,"1,022.7",AGO,221.1,2008
NAYARIT,"1,550.6",AGO,479.4,2008
NUEVO LEÓN,824.1,AGO,177.5,2008
OAXACA,"1,710.3",AGO,243.6,2008
PUEBLA,"1,395.9",AGO,163.3,2008
QUERÉTARO,641.7,AGO,213.8,2008
QUINTANA ROO,"1,209.9",AGO,44.9,2008
SAN LUIS POTOSÍ,"1,375.3",AGO,226.7,2008
SINALOA,737.9,AGO,258.5,2008
SONORA,457.8,AGO,161.0,2008
TABASCO,"2,617.3",AGO,221.7,2008
TAMAULIPAS,"1,047.0",AGO,184.1,2008
TLAXCALA,679.8,AGO,116.7,2008
VERACRUZ,"1,573.9",AGO,125.0,2008
YUCATÁN,899.3,AGO,67.4,2008
ZACATECAS,580.4,AGO,199.9,2008
AGUASCALIENTES,656.9,SEP,78.5,2008
BAJA CALIFORNIA,261.2,SEP,0.1,2008
BAJA CALIFORNIA SUR,166.8,SEP,98.9,2008
CAMPECHE,"1,560.0",SEP,426.7,2008
COAHUILA,459.0,SEP,45.3,2008
COLIMA,933.1,SEP,255.0,2008
CHIAPAS,"2,354.9",SEP,486.0,2008
CHIHUAHUA,550.1,SEP,103.9,2008
DISTRITO FEDERAL,740.9,SEP,113.6,2008
DURANGO,642.6,SEP,161.8,2008
GUANAJUATO,732.8,SEP,101.1,2008
GUERRERO,"1,272.4",SEP,251.3,2008
HIDALGO,803.5,SEP,169.2,2008
JALISCO,868.8,SEP,168.5,2008
ESTADO DE MÉXICO,679.6,SEP,99.4,2008
MICHOACÁN,824.7,SEP,152.3,2008
MORELOS,"1,022.7",SEP,201.4,2008
NAYARIT,"1,550.6",SEP,326.2,2008
NUEVO LEÓN,824.1,SEP,281.1,2008
OAXACA,"1,710.3",SEP,353.2,2008
PUEBLA,"1,395.9",SEP,264.6,2008
QUERÉTARO,641.7,SEP,106.5,2008
QUINTANA ROO,"1,209.9",SEP,128.4,2008
SAN LUIS POTOSÍ,"1,375.3",SEP,307.7,2008
SINALOA,737.9,SEP,190.3,2008
SONORA,457.8,SEP,107.3,2008
TABASCO,"2,617.3",SEP,649.4,2008
TAMAULIPAS,"1,047.0",SEP,199.6,2008
TLAXCALA,679.8,SEP,110.4,2008
VERACRUZ,"1,573.9",SEP,387.1,2008
YUCATÁN,899.3,SEP,199.1,2008
ZACATECAS,580.4,SEP,117.3,2008
AGUASCALIENTES,656.9,OCT,6.4,2008
BAJA CALIFORNIA,261.2,OCT,0.2,2008
BAJA CALIFORNIA SUR,166.8,OCT,4.9,2008
CAMPECHE,"1,560.0",OCT,234.0,2008
COAHUILA,459.0,OCT,8.9,2008
COLIMA,933.1,OCT,81.1,2008
CHIAPAS,"2,354.9",OCT,224.2,2008
CHIHUAHUA,550.1,OCT,33.9,2008
DISTRITO FEDERAL,740.9,OCT,37.7,2008
DURANGO,642.6,OCT,34.2,2008
GUANAJUATO,732.8,OCT,8.6,2008
GUERRERO,"1,272.4",OCT,190.2,2008
HIDALGO,803.5,OCT,88.8,2008
JALISCO,868.8,OCT,43.4,2008
ESTADO DE MÉXICO,679.6,OCT,34.3,2008
MICHOACÁN,824.7,OCT,43.1,2008
MORELOS,"1,022.7",OCT,34.0,2008
NAYARIT,"1,550.6",OCT,105.2,2008
NUEVO LEÓN,824.1,OCT,66.5,2008
OAXACA,"1,710.3",OCT,132.4,2008
PUEBLA,"1,395.9",OCT,138.4,2008
QUERÉTARO,641.7,OCT,3.4,2008
QUINTANA ROO,"1,209.9",OCT,431.4,2008
SAN LUIS POTOSÍ,"1,375.3",OCT,133.9,2008
SINALOA,737.9,OCT,33.3,2008
SONORA,457.8,OCT,14.2,2008
TABASCO,"2,617.3",OCT,317.5,2008
TAMAULIPAS,"1,047.0",OCT,47.7,2008
TLAXCALA,679.8,OCT,12.7,2008
VERACRUZ,"1,573.9",OCT,203.8,2008
YUCATÁN,899.3,OCT,67.6,2008
ZACATECAS,580.4,OCT,11.1,2008
AGUASCALIENTES,656.9,NOV,0.0,2008
BAJA CALIFORNIA,261.2,NOV,33.6,2008
BAJA CALIFORNIA SUR,166.8,NOV,23.6,2008
CAMPECHE,"1,560.0",NOV,4.9,2008
COAHUILA,459.0,NOV,0.4,2008
COLIMA,933.1,NOV,0.2,2008
CHIAPAS,"2,354.9",NOV,25.8,2008
CHIHUAHUA,550.1,NOV,1.9,2008
DISTRITO FEDERAL,740.9,NOV,0.0,2008
DURANGO,642.6,NOV,0.1,2008
GUANAJUATO,732.8,NOV,0.0,2008
GUERRERO,"1,272.4",NOV,3.8,2008
HIDALGO,803.5,NOV,11.9,2008
JALISCO,868.8,NOV,0.5,2008
ESTADO DE MÉXICO,679.6,NOV,0.0,2008
MICHOACÁN,824.7,NOV,0.0,2008
MORELOS,"1,022.7",NOV,0.0,2008
NAYARIT,"1,550.6",NOV,1.8,2008
NUEVO LEÓN,824.1,NOV,6.2,2008
OAXACA,"1,710.3",NOV,20.4,2008
PUEBLA,"1,395.9",NOV,24.9,2008
QUERÉTARO,641.7,NOV,0.0,2008
QUINTANA ROO,"1,209.9",NOV,10.2,2008
SAN LUIS POTOSÍ,"1,375.3",NOV,12.8,2008
SINALOA,737.9,NOV,0.2,2008
SONORA,457.8,NOV,12.7,2008
TABASCO,"2,617.3",NOV,54.3,2008
TAMAULIPAS,"1,047.0",NOV,20.8,2008
TLAXCALA,679.8,NOV,0.0,2008
VERACRUZ,"1,573.9",NOV,53.8,2008
YUCATÁN,899.3,NOV,2.9,2008
ZACATECAS,580.4,NOV,0.3,2008
AGUASCALIENTES,656.9,DIC,0.2,2008
BAJA CALIFORNIA,261.2,DIC,111.9,2008
BAJA CALIFORNIA SUR,166.8,DIC,12.0,2008
CAMPECHE,"1,560.0",DIC,15.4,2008
COAHUILA,459.0,DIC,2.6,2008
COLIMA,933.1,DIC,0.0,2008
CHIAPAS,"2,354.9",DIC,34.0,2008
CHIHUAHUA,550.1,DIC,0.7,2008
DISTRITO FEDERAL,740.9,DIC,0.0,2008
DURANGO,642.6,DIC,0.3,2008
GUANAJUATO,732.8,DIC,0.5,2008
GUERRERO,"1,272.4",DIC,0.0,2008
HIDALGO,803.5,DIC,3.1,2008
JALISCO,868.8,DIC,0.0,2008
ESTADO DE MÉXICO,679.6,DIC,0.0,2008
MICHOACÁN,824.7,DIC,0.2,2008
MORELOS,"1,022.7",DIC,0.0,2008
NAYARIT,"1,550.6",DIC,0.1,2008
NUEVO LEÓN,824.1,DIC,3.0,2008
OAXACA,"1,710.3",DIC,16.9,2008
PUEBLA,"1,395.9",DIC,13.7,2008
QUERÉTARO,641.7,DIC,0.0,2008
QUINTANA ROO,"1,209.9",DIC,32.3,2008
SAN LUIS POTOSÍ,"1,375.3",DIC,2.6,2008
SINALOA,737.9,DIC,0.0,2008
SONORA,457.8,DIC,2.1,2008
TABASCO,"2,617.3",DIC,125.9,2008
TAMAULIPAS,"1,047.0",DIC,2.4,2008
TLAXCALA,679.8,DIC,1.0,2008
VERACRUZ,"1,573.9",DIC,25.6,2008
YUCATÁN,899.3,DIC,12.5,2008
ZACATECAS,580.4,DIC,0.1,2008
AGUASCALIENTES,414.9,ENE,0.8,2009
BAJA CALIFORNIA,115.4,ENE,3.0,2009
BAJA CALIFORNIA SUR,225.6,ENE,0.6,2009
CAMPECHE,"1,133.5",ENE,31.9,2009
COAHUILA,330.8,ENE,1.7,2009
COLIMA,860.4,ENE,2.0,2009
CHIAPAS,"1,953.1",ENE,47.0,2009
CHIHUAHUA,468.9,ENE,8.2,2009
DISTRITO FEDERAL,713.1,ENE,13.2,2009
DURANGO,519.4,ENE,2.3,2009
GUANAJUATO,623.2,ENE,2.6,2009
GUERRERO,991.1,ENE,0.6,2009
HIDALGO,790.4,ENE,21.0,2009
JALISCO,703.7,ENE,4.2,2009
ESTADO DE MÉXICO,725.7,ENE,10.0,2009
MICHOACÁN,765.6,ENE,6.6,2009
MORELOS,"1,031.6",ENE,2.8,2009
NAYARIT,"1,281.2",ENE,0.0,2009
NUEVO LEÓN,483.1,ENE,13.5,2009
OAXACA,"1,267.7",ENE,19.0,2009
PUEBLA,"1,236.3",ENE,23.5,2009
QUERÉTARO,490.0,ENE,10.7,2009
QUINTANA ROO,"1,100.8",ENE,66.4,2009
SAN LUIS POTOSÍ,951.0,ENE,12.3,2009
SINALOA,662.6,ENE,2.5,2009
SONORA,444.9,ENE,7.8,2009
TABASCO,"1,730.5",ENE,152.2,2009
TAMAULIPAS,627.6,ENE,6.6,2009
TLAXCALA,667.4,ENE,5.7,2009
VERACRUZ,"1,470.3",ENE,38.5,2009
YUCATÁN,736.3,ENE,21.9,2009
ZACATECAS,487.6,ENE,1.7,2009
AGUASCALIENTES,414.9,FEB,0.0,2009
BAJA CALIFORNIA,115.4,FEB,56.1,2009
BAJA CALIFORNIA SUR,225.6,FEB,0.7,2009
CAMPECHE,"1,133.5",FEB,14.6,2009
COAHUILA,330.8,FEB,1.5,2009
COLIMA,860.4,FEB,0.0,2009
CHIAPAS,"1,953.1",FEB,18.5,2009
CHIHUAHUA,468.9,FEB,0.7,2009
DISTRITO FEDERAL,713.1,FEB,6.8,2009
DURANGO,519.4,FEB,0.3,2009
GUANAJUATO,623.2,FEB,0.1,2009
GUERRERO,991.1,FEB,3.3,2009
HIDALGO,790.4,FEB,19.7,2009
JALISCO,703.7,FEB,0.0,2009
ESTADO DE MÉXICO,725.7,FEB,5.2,2009
MICHOACÁN,765.6,FEB,1.1,2009
MORELOS,"1,031.6",FEB,4.2,2009
NAYARIT,"1,281.2",FEB,0.0,2009
NUEVO LEÓN,483.1,FEB,12.3,2009
OAXACA,"1,267.7",FEB,29.3,2009
PUEBLA,"1,236.3",FEB,58.8,2009
QUERÉTARO,490.0,FEB,0.8,2009
QUINTANA ROO,"1,100.8",FEB,26.6,2009
SAN LUIS POTOSÍ,951.0,FEB,16.3,2009
SINALOA,662.6,FEB,0.0,2009
SONORA,444.9,FEB,6.1,2009
TABASCO,"1,730.5",FEB,48.3,2009
TAMAULIPAS,627.6,FEB,15.2,2009
TLAXCALA,667.4,FEB,0.6,2009
VERACRUZ,"1,470.3",FEB,49.0,2009
YUCATÁN,736.3,FEB,7.7,2009
ZACATECAS,487.6,FEB,0.2,2009
AGUASCALIENTES,414.9,MAR,0.8,2009
BAJA CALIFORNIA,115.4,MAR,0.4,2009
BAJA CALIFORNIA SUR,225.6,MAR,0.0,2009
CAMPECHE,"1,133.5",MAR,13.5,2009
COAHUILA,330.8,MAR,17.7,2009
COLIMA,860.4,MAR,0.0,2009
CHIAPAS,"1,953.1",MAR,29.0,2009
CHIHUAHUA,468.9,MAR,9.9,2009
DISTRITO FEDERAL,713.1,MAR,8.6,2009
DURANGO,519.4,MAR,2.4,2009
GUANAJUATO,623.2,MAR,3.8,2009
GUERRERO,991.1,MAR,0.1,2009
HIDALGO,790.4,MAR,8.6,2009
JALISCO,703.7,MAR,1.0,2009
ESTADO DE MÉXICO,725.7,MAR,9.8,2009
MICHOACÁN,765.6,MAR,2.6,2009
MORELOS,"1,031.6",MAR,2.4,2009
NAYARIT,"1,281.2",MAR,0.0,2009
NUEVO LEÓN,483.1,MAR,7.9,2009
OAXACA,"1,267.7",MAR,2.9,2009
PUEBLA,"1,236.3",MAR,12.8,2009
QUERÉTARO,490.0,MAR,4.2,2009
QUINTANA ROO,"1,100.8",MAR,22.3,2009
SAN LUIS POTOSÍ,951.0,MAR,16.4,2009
SINALOA,662.6,MAR,1.0,2009
SONORA,444.9,MAR,4.8,2009
TABASCO,"1,730.5",MAR,44.0,2009
TAMAULIPAS,627.6,MAR,6.6,2009
TLAXCALA,667.4,MAR,12.9,2009
VERACRUZ,"1,470.3",MAR,9.3,2009
YUCATÁN,736.3,MAR,13.3,2009
ZACATECAS,487.6,MAR,1.3,2009
AGUASCALIENTES,414.9,ABR,1.1,2009
BAJA CALIFORNIA,115.4,ABR,6.0,2009
BAJA CALIFORNIA SUR,225.6,ABR,0.0,2009
CAMPECHE,"1,133.5",ABR,16.9,2009
COAHUILA,330.8,ABR,18.6,2009
COLIMA,860.4,ABR,0.0,2009
CHIAPAS,"1,953.1",ABR,27.0,2009
CHIHUAHUA,468.9,ABR,0.1,2009
DISTRITO FEDERAL,713.1,ABR,5.9,2009
DURANGO,519.4,ABR,1.8,2009
GUANAJUATO,623.2,ABR,4.3,2009
GUERRERO,991.1,ABR,2.1,2009
HIDALGO,790.4,ABR,5.3,2009
JALISCO,703.7,ABR,1.3,2009
ESTADO DE MÉXICO,725.7,ABR,3.6,2009
MICHOACÁN,765.6,ABR,1.9,2009
MORELOS,"1,031.6",ABR,4.1,2009
NAYARIT,"1,281.2",ABR,0.0,2009
NUEVO LEÓN,483.1,ABR,16.5,2009
OAXACA,"1,267.7",ABR,15.7,2009
PUEBLA,"1,236.3",ABR,29.8,2009
QUERÉTARO,490.0,ABR,1.2,2009
QUINTANA ROO,"1,100.8",ABR,12.0,2009
SAN LUIS POTOSÍ,951.0,ABR,4.7,2009
SINALOA,662.6,ABR,0.0,2009
SONORA,444.9,ABR,0.2,2009
TABASCO,"1,730.5",ABR,72.8,2009
TAMAULIPAS,627.6,ABR,5.1,2009
TLAXCALA,667.4,ABR,1.4,2009
VERACRUZ,"1,470.3",ABR,28.9,2009
YUCATÁN,736.3,ABR,6.3,2009
ZACATECAS,487.6,ABR,2.7,2009
AGUASCALIENTES,414.9,MAY,13.9,2009
BAJA CALIFORNIA,115.4,MAY,0.7,2009
BAJA CALIFORNIA SUR,225.6,MAY,0.1,2009
CAMPECHE,"1,133.5",MAY,28.2,2009
COAHUILA,330.8,MAY,55.3,2009
COLIMA,860.4,MAY,8.2,2009
CHIAPAS,"1,953.1",MAY,168.1,2009
CHIHUAHUA,468.9,MAY,33.1,2009
DISTRITO FEDERAL,713.1,MAY,41.7,2009
DURANGO,519.4,MAY,31.3,2009
GUANAJUATO,623.2,MAY,42.2,2009
GUERRERO,991.1,MAY,60.1,2009
HIDALGO,790.4,MAY,74.6,2009
JALISCO,703.7,MAY,40.0,2009
ESTADO DE MÉXICO,725.7,MAY,57.3,2009
MICHOACÁN,765.6,MAY,56.6,2009
MORELOS,"1,031.6",MAY,87.8,2009
NAYARIT,"1,281.2",MAY,15.5,2009
NUEVO LEÓN,483.1,MAY,43.9,2009
