ENTIDAD,ANUAL,MESES,Tmin,AÑO
VERACRUZ,17.6,FEB,14.1,2011
YUCATÁN,19.8,FEB,17.1,2011
ZACATECAS,8.0,FEB,3.2,2011
AGUASCALIENTES,8.6,MAR,6.8,2011
BAJA CALIFORNIA,12.0,MAR,9.1,2011
BAJA CALIFORNIA SUR,15.6,MAR,11.3,2011
CAMPECHE,21.1,MAR,20.6,2011
COAHUILA,14.4,MAR,12.9,2011
COLIMA,19.5,MAR,17.0,2011
CHIAPAS,18.3,MAR,17.4,2011
CHIHUAHUA,9.6,MAR,7.0,2011
DISTRITO FEDERAL,10.6,MAR,9.1,2011
DURANGO,8.8,MAR,6.7,2011
GUANAJUATO,10.3,MAR,8.8,2011
GUERRERO,18.7,MAR,17.7,2011
HIDALGO,9.8,MAR,8.1,2011
JALISCO,12.4,MAR,10.0,2011
ESTADO DE MÉXICO,6.6,MAR,5.2,2011
MICHOACÁN,11.4,MAR,9.1,2011
MORELOS,13.5,MAR,13.1,2011
NAYARIT,17.3,MAR,13.3,2011
NUEVO LEÓN,15.2,MAR,13.9,2011
OAXACA,17.9,MAR,17.0,2011
PUEBLA,10.1,MAR,8.9,2011
QUERÉTARO,10.7,MAR,8.6,2011
QUINTANA ROO,21.8,MAR,21.0,2011
SAN LUIS POTOSÍ,15.7,MAR,15.2,2011
SINALOA,16.3,MAR,11.9,2011
SONORA,13.1,MAR,8.8,2011
TABASCO,20.7,MAR,20.3,2011
TAMAULIPAS,17.9,MAR,16.7,2011
TLAXCALA,6.0,MAR,3.7,2011
VERACRUZ,17.6,MAR,16.3,2011
YUCATÁN,19.8,MAR,18.3,2011
ZACATECAS,8.0,MAR,6.5,2011
AGUASCALIENTES,8.6,ABR,9.4,2011
BAJA CALIFORNIA,12.0,ABR,11.1,2011
BAJA CALIFORNIA SUR,15.6,ABR,13.1,2011
CAMPECHE,21.1,ABR,22.6,2011
COAHUILA,14.4,ABR,16.6,2011
COLIMA,19.5,ABR,18.6,2011
CHIAPAS,18.3,ABR,19.4,2011
CHIHUAHUA,9.6,ABR,10.5,2011
DISTRITO FEDERAL,10.6,ABR,12.4,2011
DURANGO,8.8,ABR,9.1,2011
GUANAJUATO,10.3,ABR,12.2,2011
GUERRERO,18.7,ABR,19.8,2011
HIDALGO,9.8,ABR,12.0,2011
JALISCO,12.4,ABR,12.6,2011
ESTADO DE MÉXICO,6.6,ABR,7.9,2011
MICHOACÁN,11.4,ABR,15.5,2011
MORELOS,13.5,ABR,15.9,2011
NAYARIT,17.3,ABR,14.7,2011
NUEVO LEÓN,15.2,ABR,16.5,2011
OAXACA,17.9,ABR,19.4,2011
PUEBLA,10.1,ABR,11.5,2011
QUERÉTARO,10.7,ABR,12.9,2011
QUINTANA ROO,21.8,ABR,23.4,2011
SAN LUIS POTOSÍ,15.7,ABR,18.5,2011
SINALOA,16.3,ABR,14.2,2011
SONORA,13.1,ABR,11.9,2011
TABASCO,20.7,ABR,22.4,2011
TAMAULIPAS,17.9,ABR,20.3,2011
TLAXCALA,6.0,ABR,7.1,2011
VERACRUZ,17.6,ABR,19.9,2011
YUCATÁN,19.8,ABR,20.7,2011
ZACATECAS,8.0,ABR,8.7,2011
AGUASCALIENTES,8.6,MAY,11.6,2011
BAJA CALIFORNIA,12.0,MAY,12.3,2011
BAJA CALIFORNIA SUR,15.6,MAY,14.9,2011
CAMPECHE,21.1,MAY,23.7,2011
COAHUILA,14.4,MAY,19.1,2011
COLIMA,19.5,MAY,21.6,2011
CHIAPAS,18.3,MAY,21.1,2011
CHIHUAHUA,9.6,MAY,12.7,2011
DISTRITO FEDERAL,10.6,MAY,14.1,2011
DURANGO,8.8,MAY,11.9,2011
GUANAJUATO,10.3,MAY,14.4,2011
GUERRERO,18.7,MAY,21.7,2011
HIDALGO,9.8,MAY,13.9,2011
JALISCO,12.4,MAY,14.9,2011
ESTADO DE MÉXICO,6.6,MAY,10.1,2011
MICHOACÁN,11.4,MAY,14.4,2011
MORELOS,13.5,MAY,16.6,2011
NAYARIT,17.3,MAY,18.6,2011
NUEVO LEÓN,15.2,MAY,20.5,2011
OAXACA,17.9,MAY,21.6,2011
PUEBLA,10.1,MAY,12.9,2011
QUERÉTARO,10.7,MAY,14.8,2011
QUINTANA ROO,21.8,MAY,24.3,2011
SAN LUIS POTOSÍ,15.7,MAY,20.3,2011
SINALOA,16.3,MAY,17.2,2011
SONORA,13.1,MAY,13.7,2011
TABASCO,20.7,MAY,23.7,2011
TAMAULIPAS,17.9,MAY,22.4,2011
TLAXCALA,6.0,MAY,8.8,2011
VERACRUZ,17.6,MAY,21.0,2011
YUCATÁN,19.8,MAY,21.9,2011
ZACATECAS,8.0,MAY,11.1,2011
AGUASCALIENTES,8.6,JUN,13.5,2011
BAJA CALIFORNIA,12.0,JUN,16.1,2011
BAJA CALIFORNIA SUR,15.6,JUN,18.0,2011
CAMPECHE,21.1,JUN,22.8,2011
COAHUILA,14.4,JUN,20.8,2011
COLIMA,19.5,JUN,22.0,2011
CHIAPAS,18.3,JUN,20.1,2011
CHIHUAHUA,9.6,JUN,17.8,2011
DISTRITO FEDERAL,10.6,JUN,13.0,2011
DURANGO,8.8,JUN,15.3,2011
GUANAJUATO,10.3,JUN,14.5,2011
GUERRERO,18.7,JUN,20.8,2011
HIDALGO,9.8,JUN,11.9,2011
JALISCO,12.4,JUN,16.7,2011
ESTADO DE MÉXICO,6.6,JUN,9.0,2011
MICHOACÁN,11.4,JUN,14.6,2011
MORELOS,13.5,JUN,16.0,2011
NAYARIT,17.3,JUN,22.2,2011
NUEVO LEÓN,15.2,JUN,20.8,2011
OAXACA,17.9,JUN,20.4,2011
PUEBLA,10.1,JUN,12.2,2011
QUERÉTARO,10.7,JUN,13.2,2011
QUINTANA ROO,21.8,JUN,23.3,2011
SAN LUIS POTOSÍ,15.7,JUN,19.3,2011
SINALOA,16.3,JUN,23.2,2011
SONORA,13.1,JUN,19.8,2011
TABASCO,20.7,JUN,22.2,2011
TAMAULIPAS,17.9,JUN,22.7,2011
TLAXCALA,6.0,JUN,8.1,2011
VERACRUZ,17.6,JUN,20.1,2011
YUCATÁN,19.8,JUN,22.1,2011
ZACATECAS,8.0,JUN,13.2,2011
AGUASCALIENTES,8.6,JUL,14.2,2011
BAJA CALIFORNIA,12.0,JUL,18.8,2011
BAJA CALIFORNIA SUR,15.6,JUL,22.5,2011
CAMPECHE,21.1,JUL,23.0,2011
COAHUILA,14.4,JUL,21.7,2011
COLIMA,19.5,JUL,22.2,2011
CHIAPAS,18.3,JUL,20.2,2011
CHIHUAHUA,9.6,JUL,18.3,2011
DISTRITO FEDERAL,10.6,JUL,12.7,2011
DURANGO,8.8,JUL,15.7,2011
GUANAJUATO,10.3,JUL,15.0,2011
GUERRERO,18.7,JUL,20.0,2011
HIDALGO,9.8,JUL,13.3,2011
JALISCO,12.4,JUL,16.8,2011
ESTADO DE MÉXICO,6.6,JUL,9.6,2011
MICHOACÁN,11.4,JUL,15.1,2011
MORELOS,13.5,JUL,16.1,2011
NAYARIT,17.3,JUL,22.4,2011
NUEVO LEÓN,15.2,JUL,21.6,2011
OAXACA,17.9,JUL,20.4,2011
PUEBLA,10.1,JUL,13.0,2011
QUERÉTARO,10.7,JUL,14.8,2011
QUINTANA ROO,21.8,JUL,24.3,2011
SAN LUIS POTOSÍ,15.7,JUL,20.2,2011
SINALOA,16.3,JUL,23.8,2011
SONORA,13.1,JUL,22.8,2011
TABASCO,20.7,JUL,22.4,2011
TAMAULIPAS,17.9,JUL,23.3,2011
TLAXCALA,6.0,JUL,9.5,2011
VERACRUZ,17.6,JUL,20.2,2011
YUCATÁN,19.8,JUL,22.4,2011
ZACATECAS,8.0,JUL,13.4,2011
AGUASCALIENTES,8.6,AGO,12.7,2011
BAJA CALIFORNIA,12.0,AGO,19.0,2011
BAJA CALIFORNIA SUR,15.6,AGO,22.8,2011
CAMPECHE,21.1,AGO,22.2,2011
COAHUILA,14.4,AGO,21.4,2011
COLIMA,19.5,AGO,21.5,2011
CHIAPAS,18.3,AGO,19.3,2011
CHIHUAHUA,9.6,AGO,17.2,2011
DISTRITO FEDERAL,10.6,AGO,12.7,2011
DURANGO,8.8,AGO,15.0,2011
GUANAJUATO,10.3,AGO,13.2,2011
GUERRERO,18.7,AGO,19.2,2011
HIDALGO,9.8,AGO,12.4,2011
JALISCO,12.4,AGO,15.7,2011
ESTADO DE MÉXICO,6.6,AGO,8.8,2011
MICHOACÁN,11.4,AGO,14.3,2011
MORELOS,13.5,AGO,14.8,2011
NAYARIT,17.3,AGO,21.5,2011
NUEVO LEÓN,15.2,AGO,21.2,2011
OAXACA,17.9,AGO,19.1,2011
PUEBLA,10.1,AGO,12.4,2011
QUERÉTARO,10.7,AGO,13.5,2011
QUINTANA ROO,21.8,AGO,23.3,2011
SAN LUIS POTOSÍ,15.7,AGO,19.5,2011
SINALOA,16.3,AGO,23.0,2011
SONORA,13.1,AGO,22.3,2011
TABASCO,20.7,AGO,21.9,2011
TAMAULIPAS,17.9,AGO,23.0,2011
TLAXCALA,6.0,AGO,8.6,2011
VERACRUZ,17.6,AGO,19.9,2011
YUCATÁN,19.8,AGO,21.5,2011
ZACATECAS,8.0,AGO,12.4,2011
AGUASCALIENTES,8.6,SEP,11.7,2011
BAJA CALIFORNIA,12.0,SEP,18.6,2011
BAJA CALIFORNIA SUR,15.6,SEP,23.2,2011
CAMPECHE,21.1,SEP,22.8,2011
COAHUILA,14.4,SEP,19.0,2011
COLIMA,19.5,SEP,22.5,2011
CHIAPAS,18.3,SEP,20.0,2011
CHIHUAHUA,9.6,SEP,15.0,2011
DISTRITO FEDERAL,10.6,SEP,12.1,2011
DURANGO,8.8,SEP,12.8,2011
GUANAJUATO,10.3,SEP,12.3,2011
GUERRERO,18.7,SEP,20.2,2011
HIDALGO,9.8,SEP,11.1,2011
JALISCO,12.4,SEP,15.3,2011
ESTADO DE MÉXICO,6.6,SEP,7.7,2011
MICHOACÁN,11.4,SEP,13.7,2011
MORELOS,13.5,SEP,15.4,2011
NAYARIT,17.3,SEP,22.9,2011
NUEVO LEÓN,15.2,SEP,19.7,2011
OAXACA,17.9,SEP,19.5,2011
PUEBLA,10.1,SEP,12.0,2011
QUERÉTARO,10.7,SEP,12.0,2011
QUINTANA ROO,21.8,SEP,23.7,2011
SAN LUIS POTOSÍ,15.7,SEP,18.3,2011
SINALOA,16.3,SEP,24.0,2011
SONORA,13.1,SEP,21.1,2011
TABASCO,20.7,SEP,22.1,2011
TAMAULIPAS,17.9,SEP,22.0,2011
TLAXCALA,6.0,SEP,8.5,2011
VERACRUZ,17.6,SEP,19.4,2011
YUCATÁN,19.8,SEP,22.2,2011
ZACATECAS,8.0,SEP,11.4,2011
AGUASCALIENTES,8.6,OCT,8.5,2011
BAJA CALIFORNIA,12.0,OCT,13.8,2011
BAJA CALIFORNIA SUR,15.6,OCT,19.4,2011
CAMPECHE,21.1,OCT,21.1,2011
COAHUILA,14.4,OCT,14.7,2011
COLIMA,19.5,OCT,21.8,2011
CHIAPAS,18.3,OCT,18.2,2011
CHIHUAHUA,9.6,OCT,9.9,2011
DISTRITO FEDERAL,10.6,OCT,9.8,2011
DURANGO,8.8,OCT,9.6,2011
GUANAJUATO,10.3,OCT,8.7,2011
GUERRERO,18.7,OCT,18.8,2011
HIDALGO,9.8,OCT,8.4,2011
JALISCO,12.4,OCT,13.2,2011
ESTADO DE MÉXICO,6.6,OCT,5.6,2011
MICHOACÁN,11.4,OCT,11.3,2011
MORELOS,13.5,OCT,12.7,2011
NAYARIT,17.3,OCT,21.6,2011
NUEVO LEÓN,15.2,OCT,15.2,2011
OAXACA,17.9,OCT,17.3,2011
PUEBLA,10.1,OCT,9.3,2011
QUERÉTARO,10.7,OCT,9.7,2011
QUINTANA ROO,21.8,OCT,21.4,2011
SAN LUIS POTOSÍ,15.7,OCT,14.9,2011
SINALOA,16.3,OCT,20.1,2011
SONORA,13.1,OCT,14.7,2011
TABASCO,20.7,OCT,20.9,2011
TAMAULIPAS,17.9,OCT,17.5,2011
TLAXCALA,6.0,OCT,5.3,2011
VERACRUZ,17.6,OCT,17.1,2011
YUCATÁN,19.8,OCT,19.9,2011
ZACATECAS,8.0,OCT,8.2,2011
AGUASCALIENTES,8.6,NOV,5.4,2011
BAJA CALIFORNIA,12.0,NOV,8.6,2011
BAJA CALIFORNIA SUR,15.6,NOV,14.4,2011
CAMPECHE,21.1,NOV,19.9,2011
COAHUILA,14.4,NOV,9.6,2011
COLIMA,19.5,NOV,19.4,2011
CHIAPAS,18.3,NOV,17.1,2011
CHIHUAHUA,9.6,NOV,4.2,2011
DISTRITO FEDERAL,10.6,NOV,9.0,2011
DURANGO,8.8,NOV,4.4,2011
GUANAJUATO,10.3,NOV,6.9,2011
GUERRERO,18.7,NOV,18.0,2011
HIDALGO,9.8,NOV,7.5,2011
JALISCO,12.4,NOV,10.1,2011
ESTADO DE MÉXICO,6.6,NOV,5.4,2011
MICHOACÁN,11.4,NOV,8.6,2011
MORELOS,13.5,NOV,12.1,2011
NAYARIT,17.3,NOV,16.8,2011
NUEVO LEÓN,15.2,NOV,10.8,2011
OAXACA,17.9,NOV,15.7,2011
PUEBLA,10.1,NOV,8.6,2011
QUERÉTARO,10.7,NOV,8.0,2011
QUINTANA ROO,21.8,NOV,20.2,2011
SAN LUIS POTOSÍ,15.7,NOV,12.9,2011
SINALOA,16.3,NOV,13.9,2011
SONORA,13.1,NOV,8.7,2011
TABASCO,20.7,NOV,19.6,2011
TAMAULIPAS,17.9,NOV,14.2,2011
TLAXCALA,6.0,NOV,4.5,2011
VERACRUZ,17.6,NOV,15.7,2011
YUCATÁN,19.8,NOV,18.4,2011
ZACATECAS,8.0,NOV,4.1,2011
AGUASCALIENTES,8.6,DIC,4.1,2011
BAJA CALIFORNIA,12.0,DIC,3.5,2011
BAJA CALIFORNIA SUR,15.6,DIC,10.7,2011
CAMPECHE,21.1,DIC,18.2,2011
COAHUILA,14.4,DIC,6.1,2011
COLIMA,19.5,DIC,17.3,2011
CHIAPAS,18.3,DIC,14.8,2011
CHIHUAHUA,9.6,DIC,0.8,2011
DISTRITO FEDERAL,10.6,DIC,6.3,2011
DURANGO,8.8,DIC,1.7,2011
GUANAJUATO,10.3,DIC,5.6,2011
GUERRERO,18.7,DIC,15.7,2011
HIDALGO,9.8,DIC,5.7,2011
JALISCO,12.4,DIC,8.4,2011
ESTADO DE MÉXICO,6.6,DIC,2.9,2011
MICHOACÁN,11.4,DIC,7.5,2011
MORELOS,13.5,DIC,9.2,2011
NAYARIT,17.3,DIC,12.9,2011
NUEVO LEÓN,15.2,DIC,7.4,2011
OAXACA,17.9,DIC,13.6,2011
PUEBLA,10.1,DIC,6.7,2011
QUERÉTARO,10.7,DIC,7.4,2011
QUINTANA ROO,21.8,DIC,19.3,2011
SAN LUIS POTOSÍ,15.7,DIC,8.8,2011
SINALOA,16.3,DIC,8.8,2011
SONORA,13.1,DIC,4.3,2011
TABASCO,20.7,DIC,16.3,2011
TAMAULIPAS,17.9,DIC,11.5,2011
TLAXCALA,6.0,DIC,2.3,2011
VERACRUZ,17.6,DIC,13.6,2011
YUCATÁN,19.8,DIC,17.1,2011
ZACATECAS,8.0,DIC,3.1,2011
AGUASCALIENTES,9.1,ENE,3.2,2012
BAJA CALIFORNIA,12.8,ENE,9.4,2012
BAJA CALIFORNIA SUR,16.5,ENE,9.9,2012
CAMPECHE,20.8,ENE,18.8,2012
COAHUILA,15.3,ENE,6.6,2012
COLIMA,19.7,ENE,17.1,2012
CHIAPAS,18.5,ENE,16.9,2012
CHIHUAHUA,10.8,ENE,1.0,2012
DISTRITO FEDERAL,10.6,ENE,7.2,2012
DURANGO,9.2,ENE,2.0,2012
GUANAJUATO,10.7,ENE,5.6,2012
GUERRERO,18.7,ENE,17.0,2012
HIDALGO,10.4,ENE,6.1,2012
JALISCO,12.7,ENE,8.6,2012
ESTADO DE MÉXICO,7.4,ENE,3.2,2012
MICHOACÁN,11.8,ENE,7.0,2012
MORELOS,13.7,ENE,10.0,2012
NAYARIT,18.3,ENE,12.1,2012
NUEVO LEÓN,15.7,ENE,7.8,2012
OAXACA,18.4,ENE,14.9,2012
PUEBLA,10.5,ENE,7.4,2012
QUERÉTARO,11.5,ENE,6.7,2012
QUINTANA ROO,21.9,ENE,19.6,2012
SAN LUIS POTOSÍ,16.3,ENE,10.8,2012
SINALOA,17.3,ENE,9.6,2012
SONORA,13.6,ENE,5.4,2012
TABASCO,20.8,ENE,16.1,2012
TAMAULIPAS,18.8,ENE,12.5,2012
TLAXCALA,6.4,ENE,2.1,2012
VERACRUZ,17.8,ENE,14.1,2012
YUCATÁN,19.9,ENE,17.2,2012
ZACATECAS,8.5,ENE,2.3,2012
AGUASCALIENTES,9.1,FEB,6.4,2012
BAJA CALIFORNIA,12.8,FEB,6.5,2012
BAJA CALIFORNIA SUR,16.5,FEB,10.2,2012
CAMPECHE,20.8,FEB,19.6,2012
COAHUILA,15.3,FEB,8.6,2012
COLIMA,19.7,FEB,17.8,2012
CHIAPAS,18.5,FEB,18.0,2012
CHIHUAHUA,10.8,FEB,3.4,2012
DISTRITO FEDERAL,10.6,FEB,9.3,2012
DURANGO,9.2,FEB,3.7,2012
GUANAJUATO,10.7,FEB,8.9,2012
GUERRERO,18.7,FEB,17.5,2012
HIDALGO,10.4,FEB,8.2,2012
JALISCO,12.7,FEB,11.0,2012
ESTADO DE MÉXICO,7.4,FEB,5.7,2012
MICHOACÁN,11.8,FEB,9.0,2012
MORELOS,13.7,FEB,12.6,2012
NAYARIT,18.3,FEB,14.0,2012
NUEVO LEÓN,15.7,FEB,10.5,2012
OAXACA,18.4,FEB,16.8,2012
PUEBLA,10.5,FEB,9.2,2012
QUERÉTARO,11.5,FEB,9.9,2012
QUINTANA ROO,21.9,FEB,18.9,2012
SAN LUIS POTOSÍ,16.3,FEB,13.6,2012
SINALOA,17.3,FEB,10.4,2012
SONORA,13.6,FEB,5.6,2012
TABASCO,20.8,FEB,19.9,2012
TAMAULIPAS,18.8,FEB,13.8,2012
TLAXCALA,6.4,FEB,5.1,2012
VERACRUZ,17.8,FEB,15.4,2012
YUCATÁN,19.9,FEB,18.5,2012
ZACATECAS,8.5,FEB,5.5,2012
AGUASCALIENTES,9.1,MAR,7.9,2012
BAJA CALIFORNIA,12.8,MAR,6.8,2012
BAJA CALIFORNIA SUR,16.5,MAR,11.5,2012
CAMPECHE,20.8,MAR,20.5,2012
COAHUILA,15.3,MAR,12.5,2012
COLIMA,19.7,MAR,17.8,2012
CHIAPAS,18.5,MAR,17.9,2012
CHIHUAHUA,10.8,MAR,5.4,2012
DISTRITO FEDERAL,10.6,MAR,10.0,2012
DURANGO,9.2,MAR,5.9,2012
GUANAJUATO,10.7,MAR,9.1,2012
GUERRERO,18.7,MAR,18.5,2012
HIDALGO,10.4,MAR,8.6,2012
JALISCO,12.7,MAR,11.0,2012
ESTADO DE MÉXICO,7.4,MAR,6.0,2012
MICHOACÁN,11.8,MAR,10.4,2012
MORELOS,13.7,MAR,13.1,2012
NAYARIT,18.3,MAR,14.0,2012
NUEVO LEÓN,15.7,MAR,13.6,2012
OAXACA,18.4,MAR,17.2,2012
PUEBLA,10.5,MAR,10.0,2012
QUERÉTARO,11.5,MAR,10.7,2012
QUINTANA ROO,21.9,MAR,21.2,2012
SAN LUIS POTOSÍ,16.3,MAR,15.1,2012
SINALOA,17.3,MAR,10.7,2012
SONORA,13.6,MAR,7.0,2012
TABASCO,20.8,MAR,20.7,2012
TAMAULIPAS,18.8,MAR,17.0,2012
TLAXCALA,6.4,MAR,4.9,2012
VERACRUZ,17.8,MAR,17.1,2012
YUCATÁN,19.9,MAR,18.9,2012
ZACATECAS,8.5,MAR,6.9,2012
AGUASCALIENTES,9.1,ABR,8.1,2012
BAJA CALIFORNIA,12.8,ABR,10.3,2012
BAJA CALIFORNIA SUR,16.5,ABR,13.7,2012
CAMPECHE,20.8,ABR,21.3,2012
COAHUILA,15.3,ABR,17.4,2012
COLIMA,19.7,ABR,10.6,2012
CHIAPAS,18.5,ABR,16.5,2012
CHIHUAHUA,10.8,ABR,17.1,2012
DISTRITO FEDERAL,10.6,ABR,11.0,2012
DURANGO,9.2,ABR,9.3,2012
GUANAJUATO,10.7,ABR,10.2,2012
GUERRERO,18.7,ABR,14.3,2012
HIDALGO,10.4,ABR,10.0,2012
JALISCO,12.7,ABR,11.2,2012
ESTADO DE MÉXICO,7.4,ABR,6.5,2012
MICHOACÁN,11.8,ABR,10.4,2012
MORELOS,13.7,ABR,13.8,2012
NAYARIT,18.3,ABR,14.6,2012
NUEVO LEÓN,15.7,ABR,16.9,2012
OAXACA,18.4,ABR,17.5,2012
PUEBLA,10.5,ABR,10.5,2012
QUERÉTARO,11.5,ABR,11.8,2012
QUINTANA ROO,21.9,ABR,22.2,2012
SAN LUIS POTOSÍ,16.3,ABR,13.8,2012
SINALOA,17.3,ABR,16.5,2012
SONORA,13.6,ABR,11.3,2012
TABASCO,20.8,ABR,18.1,2012
TAMAULIPAS,18.8,ABR,19.8,2012
TLAXCALA,6.4,ABR,5.5,2012
VERACRUZ,17.8,ABR,18.2,2012
YUCATÁN,19.9,ABR,20.1,2012
ZACATECAS,8.5,ABR,7.5,2012
AGUASCALIENTES,9.1,MAY,11.8,2012
BAJA CALIFORNIA,12.8,MAY,13.6,2012
BAJA CALIFORNIA SUR,16.5,MAY,16.4,2012
CAMPECHE,20.8,MAY,23.3,2012
COAHUILA,15.3,MAY,19.0,2012
COLIMA,19.7,MAY,20.7,2012
CHIAPAS,18.5,MAY,20.4,2012
CHIHUAHUA,10.8,MAY,14.0,2012
DISTRITO FEDERAL,10.6,MAY,11.9,2012
DURANGO,9.2,MAY,12.4,2012
GUANAJUATO,10.7,MAY,13.4,2012
GUERRERO,18.7,MAY,21.4,2012
HIDALGO,10.4,MAY,12.0,2012
JALISCO,12.7,MAY,15.2,2012
ESTADO DE MÉXICO,7.4,MAY,8.8,2012
MICHOACÁN,11.8,MAY,14.6,2012
MORELOS,13.7,MAY,16.3,2012
NAYARIT,18.3,MAY,19.7,2012
NUEVO LEÓN,15.7,MAY,18.9,2012
OAXACA,18.4,MAY,20.3,2012
PUEBLA,10.5,MAY,12.2,2012
QUERÉTARO,11.5,MAY,14.3,2012
QUINTANA ROO,21.9,MAY,23.9,2012
SAN LUIS POTOSÍ,16.3,MAY,19.1,2012
SINALOA,17.3,MAY,18.8,2012
SONORA,13.6,MAY,15.7,2012
TABASCO,20.8,MAY,23.2,2012
TAMAULIPAS,18.8,MAY,21.9,2012
TLAXCALA,6.4,MAY,7.7,2012
VERACRUZ,17.8,MAY,20.0,2012
YUCATÁN,19.9,MAY,22.0,2012
ZACATECAS,8.5,MAY,11.0,2012
AGUASCALIENTES,9.1,JUN,13.2,2012
BAJA CALIFORNIA,12.8,JUN,16.6,2012
BAJA CALIFORNIA SUR,16.5,JUN,19.6,2012
CAMPECHE,20.8,JUN,22.9,2012
COAHUILA,15.3,JUN,21.6,2012
COLIMA,19.7,JUN,22.1,2012
CHIAPAS,18.5,JUN,20.4,2012
CHIHUAHUA,10.8,JUN,18.0,2012
DISTRITO FEDERAL,10.6,JUN,13.1,2012
DURANGO,9.2,JUN,14.9,2012
GUANAJUATO,10.7,JUN,14.6,2012
GUERRERO,18.7,JUN,21.0,2012
HIDALGO,10.4,JUN,13.7,2012
JALISCO,12.7,JUN,16.1,2012
ESTADO DE MÉXICO,7.4,JUN,10.1,2012
MICHOACÁN,11.8,JUN,15.2,2012
MORELOS,13.7,JUN,16.5,2012
NAYARIT,18.3,JUN,22.2,2012
NUEVO LEÓN,15.7,JUN,20.5,2012
OAXACA,18.4,JUN,20.3,2012
PUEBLA,10.5,JUN,12.8,2012
QUERÉTARO,11.5,JUN,14.6,2012
QUINTANA ROO,21.9,JUN,24.3,2012
SAN LUIS POTOSÍ,16.3,JUN,20.1,2012
SINALOA,17.3,JUN,23.4,2012
SONORA,13.6,JUN,21.0,2012
TABASCO,20.8,JUN,23.0,2012
TAMAULIPAS,18.8,JUN,23.2,2012
TLAXCALA,6.4,JUN,10.0,2012
VERACRUZ,17.8,JUN,20.2,2012
YUCATÁN,19.9,JUN,22.4,2012
ZACATECAS,8.5,JUN,12.7,2012
AGUASCALIENTES,9.1,JUL,12.8,2012
BAJA CALIFORNIA,12.8,JUL,17.6,2012
BAJA CALIFORNIA SUR,16.5,JUL,22.4,2012
CAMPECHE,20.8,JUL,22.3,2012
COAHUILA,15.3,JUL,21.2,2012
COLIMA,19.7,JUL,22.7,2012
CHIAPAS,18.5,JUL,19.7,2012
CHIHUAHUA,10.8,JUL,17.5,2012
DISTRITO FEDERAL,10.6,JUL,12.3,2012
DURANGO,9.2,JUL,14.8,2012
GUANAJUATO,10.7,JUL,14.2,2012
GUERRERO,18.7,JUL,20.3,2012
HIDALGO,10.4,JUL,13.5,2012
JALISCO,12.7,JUL,15.8,2012
ESTADO DE MÉXICO,7.4,JUL,10.4,2012
MICHOACÁN,11.8,JUL,14.9,2012
MORELOS,13.7,JUL,15.0,2012
NAYARIT,18.3,JUL,22.2,2012
NUEVO LEÓN,15.7,JUL,20.8,2012
OAXACA,18.4,JUL,20.2,2012
PUEBLA,10.5,JUL,12.3,2012
QUERÉTARO,11.5,JUL,13.9,2012
QUINTANA ROO,21.9,JUL,23.9,2012
SAN LUIS POTOSÍ,16.3,JUL,20.0,2012
SINALOA,17.3,JUL,23.4,2012
SONORA,13.6,JUL,22.5,2012
TABASCO,20.8,JUL,22.5,2012
TAMAULIPAS,18.8,JUL,23.0,2012
TLAXCALA,6.4,JUL,9.0,2012
VERACRUZ,17.8,JUL,19.5,2012
YUCATÁN,19.9,JUL,21.5,2012
ZACATECAS,8.5,JUL,12.9,2012
AGUASCALIENTES,9.1,AGO,13.0,2012
BAJA CALIFORNIA,12.8,AGO,21.5,2012
BAJA CALIFORNIA SUR,16.5,AGO,22.3,2012
CAMPECHE,20.8,AGO,22.3,2012
COAHUILA,15.3,AGO,22.2,2012
COLIMA,19.7,AGO,22.5,2012
CHIAPAS,18.5,AGO,20.2,2012
CHIHUAHUA,10.8,AGO,17.7,2012
DISTRITO FEDERAL,10.6,AGO,13.4,2012
DURANGO,9.2,AGO,14.6,2012
GUANAJUATO,10.7,AGO,14.1,2012
GUERRERO,18.7,AGO,20.4,2012
HIDALGO,10.4,AGO,14.3,2012
JALISCO,12.7,AGO,16.1,2012
ESTADO DE MÉXICO,7.4,AGO,10.8,2012
MICHOACÁN,11.8,AGO,14.4,2012
MORELOS,13.7,AGO,15.7,2012
NAYARIT,18.3,AGO,22.4,2012
NUEVO LEÓN,15.7,AGO,21.1,2012
OAXACA,18.4,AGO,20.4,2012
PUEBLA,10.5,AGO,13.0,2012
QUERÉTARO,11.5,AGO,14.0,2012
QUINTANA ROO,21.9,AGO,24.3,2012
SAN LUIS POTOSÍ,16.3,AGO,20.0,2012
SINALOA,17.3,AGO,23.7,2012
SONORA,13.6,AGO,22.8,2012
TABASCO,20.8,AGO,23.4,2012
TAMAULIPAS,18.8,AGO,23.6,2012
TLAXCALA,6.4,AGO,9.5,2012
VERACRUZ,17.8,AGO,19.8,2012
YUCATÁN,19.9,AGO,22.5,2012
ZACATECAS,8.5,AGO,12.9,2012
AGUASCALIENTES,9.1,SEP,11.7,2012
BAJA CALIFORNIA,12.8,SEP,19.3,2012
BAJA CALIFORNIA SUR,16.5,SEP,23.7,2012
CAMPECHE,20.8,SEP,21.4,2012
COAHUILA,15.3,SEP,19.3,2012
COLIMA,19.7,SEP,22.7,2012
CHIAPAS,18.5,SEP,19.8,2012
CHIHUAHUA,10.8,SEP,14.5,2012
