ENTIDAD,ANUAL,MESES,Tmin,AÑO
GUERRERO,18.0,JUL,19.1,1986
HIDALGO,7.6,JUL,9.9,1986
JALISCO,11.9,JUL,15.5,1986
ESTADO DE MÉXICO,7.0,JUL,9.0,1986
MICHOACÁN,11.5,JUL,14.1,1986
MORELOS,13.4,JUL,15.0,1986
NAYARIT,16.9,JUL,20.9,1986
NUEVO LEÓN,12.8,JUL,17.4,1986
OAXACA,14.5,JUL,16.0,1986
PUEBLA,9.6,JUL,11.1,1986
QUERÉTARO,9.8,JUL,13.0,1986
QUINTANA ROO,19.2,JUL,21.3,1986
SAN LUIS POTOSÍ,13.5,JUL,16.6,1986
SINALOA,16.9,JUL,22.9,1986
SONORA,13.4,JUL,21.6,1986
TABASCO,21.2,JUL,22.9,1986
TAMAULIPAS,16.8,JUL,21.0,1986
TLAXCALA,5.0,JUL,7.0,1986
VERACRUZ,16.6,JUL,18.4,1986
YUCATÁN,19.1,JUL,21.0,1986
ZACATECAS,8.8,JUL,12.7,1986
AGUASCALIENTES,8.7,AGO,11.9,1986
BAJA CALIFORNIA,10.7,AGO,18.6,1986
BAJA CALIFORNIA SUR,14.8,AGO,21.4,1986
CAMPECHE,19.0,AGO,20.6,1986
COAHUILA,12.0,AGO,17.6,1986
COLIMA,17.1,AGO,20.0,1986
CHIAPAS,17.1,AGO,18.5,1986
CHIHUAHUA,7.5,AGO,15.5,1986
DISTRITO FEDERAL,8.4,AGO,10.4,1986
DURANGO,8.1,AGO,13.8,1986
GUANAJUATO,9.7,AGO,12.2,1986
GUERRERO,18.0,AGO,19.3,1986
HIDALGO,7.6,AGO,9.8,1986
JALISCO,11.9,AGO,15.3,1986
ESTADO DE MÉXICO,7.0,AGO,9.1,1986
MICHOACÁN,11.5,AGO,13.9,1986
MORELOS,13.4,AGO,15.4,1986
NAYARIT,16.9,AGO,20.7,1986
NUEVO LEÓN,12.8,AGO,18.1,1986
OAXACA,14.5,AGO,16.1,1986
PUEBLA,9.6,AGO,11.2,1986
QUERÉTARO,9.8,AGO,12.2,1986
QUINTANA ROO,19.2,AGO,21.0,1986
SAN LUIS POTOSÍ,13.5,AGO,16.8,1986
SINALOA,16.9,AGO,22.8,1986
SONORA,13.4,AGO,22.2,1986
TABASCO,21.2,AGO,22.5,1986
TAMAULIPAS,16.8,AGO,21.1,1986
TLAXCALA,5.0,AGO,7.0,1986
VERACRUZ,16.6,AGO,18.5,1986
YUCATÁN,19.1,AGO,21.1,1986
ZACATECAS,8.8,AGO,12.3,1986
AGUASCALIENTES,8.7,SEP,12.0,1986
BAJA CALIFORNIA,10.7,SEP,13.2,1986
BAJA CALIFORNIA SUR,14.8,SEP,19.4,1986
CAMPECHE,19.0,SEP,20.6,1986
COAHUILA,12.0,SEP,16.2,1986
COLIMA,17.1,SEP,20.1,1986
CHIAPAS,17.1,SEP,18.6,1986
CHIHUAHUA,7.5,SEP,12.9,1986
DISTRITO FEDERAL,8.4,SEP,10.7,1986
DURANGO,8.1,SEP,13.3,1986
GUANAJUATO,9.7,SEP,12.6,1986
GUERRERO,18.0,SEP,19.3,1986
HIDALGO,7.6,SEP,10.2,1986
JALISCO,11.9,SEP,15.4,1986
ESTADO DE MÉXICO,7.0,SEP,9.3,1986
MICHOACÁN,11.5,SEP,14.3,1986
MORELOS,13.4,SEP,15.1,1986
NAYARIT,16.9,SEP,21.0,1986
NUEVO LEÓN,12.8,SEP,17.1,1986
OAXACA,14.5,SEP,15.9,1986
PUEBLA,9.6,SEP,11.7,1986
QUERÉTARO,9.8,SEP,12.8,1986
QUINTANA ROO,19.2,SEP,21.0,1986
SAN LUIS POTOSÍ,13.5,SEP,16.7,1986
SINALOA,16.9,SEP,22.0,1986
SONORA,13.4,SEP,18.6,1986
TABASCO,21.2,SEP,22.6,1986
TAMAULIPAS,16.8,SEP,20.9,1986
TLAXCALA,5.0,SEP,7.4,1986
VERACRUZ,16.6,SEP,18.6,1986
YUCATÁN,19.1,SEP,20.6,1986
ZACATECAS,8.8,SEP,12.4,1986
AGUASCALIENTES,8.7,OCT,9.7,1986
BAJA CALIFORNIA,10.7,OCT,10.3,1986
BAJA CALIFORNIA SUR,14.8,OCT,15.9,1986
CAMPECHE,19.0,OCT,19.5,1986
COAHUILA,12.0,OCT,12.4,1986
COLIMA,17.1,OCT,18.3,1986
CHIAPAS,17.1,OCT,17.9,1986
CHIHUAHUA,7.5,OCT,7.6,1986
DISTRITO FEDERAL,8.4,OCT,9.8,1986
DURANGO,8.1,OCT,9.9,1986
GUANAJUATO,9.7,OCT,10.7,1986
GUERRERO,18.0,OCT,18.9,1986
HIDALGO,7.6,OCT,9.2,1986
JALISCO,11.9,OCT,13.4,1986
ESTADO DE MÉXICO,7.0,OCT,8.2,1986
MICHOACÁN,11.5,OCT,12.7,1986
MORELOS,13.4,OCT,14.6,1986
NAYARIT,16.9,OCT,19.2,1986
NUEVO LEÓN,12.8,OCT,14.0,1986
OAXACA,14.5,OCT,15.3,1986
PUEBLA,9.6,OCT,10.8,1986
QUERÉTARO,9.8,OCT,11.2,1986
QUINTANA ROO,19.2,OCT,19.6,1986
SAN LUIS POTOSÍ,13.5,OCT,15.0,1986
SINALOA,16.9,OCT,19.8,1986
SONORA,13.4,OCT,13.5,1986
TABASCO,21.2,OCT,21.8,1986
TAMAULIPAS,16.8,OCT,17.8,1986
TLAXCALA,5.0,OCT,6.2,1986
VERACRUZ,16.6,OCT,17.5,1986
YUCATÁN,19.1,OCT,19.7,1986
ZACATECAS,8.8,OCT,10.5,1986
AGUASCALIENTES,8.7,NOV,7.3,1986
BAJA CALIFORNIA,10.7,NOV,8.3,1986
BAJA CALIFORNIA SUR,14.8,NOV,13.7,1986
CAMPECHE,19.0,NOV,19.4,1986
COAHUILA,12.0,NOV,9.3,1986
COLIMA,17.1,NOV,18.7,1986
CHIAPAS,17.1,NOV,17.4,1986
CHIHUAHUA,7.5,NOV,3.0,1986
DISTRITO FEDERAL,8.4,NOV,8.1,1986
DURANGO,8.1,NOV,5.3,1986
GUANAJUATO,9.7,NOV,8.7,1986
GUERRERO,18.0,NOV,18.4,1986
HIDALGO,7.6,NOV,6.7,1986
JALISCO,11.9,NOV,11.1,1986
ESTADO DE MÉXICO,7.0,NOV,6.6,1986
MICHOACÁN,11.5,NOV,11.2,1986
MORELOS,13.4,NOV,13.4,1986
NAYARIT,16.9,NOV,16.9,1986
NUEVO LEÓN,12.8,NOV,9.6,1986
OAXACA,14.5,NOV,14.3,1986
PUEBLA,9.6,NOV,9.3,1986
QUERÉTARO,9.8,NOV,9.0,1986
QUINTANA ROO,19.2,NOV,19.6,1986
SAN LUIS POTOSÍ,13.5,NOV,12.6,1986
SINALOA,16.9,NOV,14.8,1986
SONORA,13.4,NOV,9.5,1986
TABASCO,21.2,NOV,21.4,1986
TAMAULIPAS,16.8,NOV,14.3,1986
TLAXCALA,5.0,NOV,4.9,1986
VERACRUZ,16.6,NOV,15.9,1986
YUCATÁN,19.1,NOV,19.6,1986
ZACATECAS,8.8,NOV,6.7,1986
AGUASCALIENTES,8.7,DIC,4.4,1986
BAJA CALIFORNIA,10.7,DIC,5.1,1986
BAJA CALIFORNIA SUR,14.8,DIC,10.4,1986
CAMPECHE,19.0,DIC,17.1,1986
COAHUILA,12.0,DIC,6.2,1986
COLIMA,17.1,DIC,16.4,1986
CHIAPAS,17.1,DIC,15.9,1986
CHIHUAHUA,7.5,DIC,-0.6,1986
DISTRITO FEDERAL,8.4,DIC,5.7,1986
DURANGO,8.1,DIC,1.9,1986
GUANAJUATO,9.7,DIC,6.1,1986
GUERRERO,18.0,DIC,16.4,1986
HIDALGO,7.6,DIC,5.0,1986
JALISCO,11.9,DIC,8.3,1986
ESTADO DE MÉXICO,7.0,DIC,4.4,1986
MICHOACÁN,11.5,DIC,8.6,1986
MORELOS,13.4,DIC,10.8,1986
NAYARIT,16.9,DIC,13.4,1986
NUEVO LEÓN,12.8,DIC,6.8,1986
OAXACA,14.5,DIC,12.7,1986
PUEBLA,9.6,DIC,7.4,1986
QUERÉTARO,9.8,DIC,6.4,1986
QUINTANA ROO,19.2,DIC,17.6,1986
SAN LUIS POTOSÍ,13.5,DIC,10.3,1986
SINALOA,16.9,DIC,11.7,1986
SONORA,13.4,DIC,5.4,1986
TABASCO,21.2,DIC,19.7,1986
TAMAULIPAS,16.8,DIC,11.2,1986
TLAXCALA,5.0,DIC,2.6,1986
VERACRUZ,16.6,DIC,14.1,1986
YUCATÁN,19.1,DIC,17.2,1986
ZACATECAS,8.8,DIC,3.7,1986
AGUASCALIENTES,8.5,ENE,3.0,1987
BAJA CALIFORNIA,10.7,ENE,4.2,1987
BAJA CALIFORNIA SUR,14.1,ENE,7.9,1987
CAMPECHE,18.6,ENE,15.0,1987
COAHUILA,10.8,ENE,3.0,1987
COLIMA,17.6,ENE,14.3,1987
CHIAPAS,17.3,ENE,13.8,1987
CHIHUAHUA,6.5,ENE,-2.9,1987
DISTRITO FEDERAL,8.5,ENE,4.1,1987
DURANGO,7.9,ENE,-0.2,1987
GUANAJUATO,9.4,ENE,4.8,1987
GUERRERO,18.5,ENE,15.4,1987
HIDALGO,7.7,ENE,3.1,1987
JALISCO,11.8,ENE,7.1,1987
ESTADO DE MÉXICO,7.0,ENE,3.0,1987
MICHOACÁN,11.8,ENE,7.5,1987
MORELOS,13.7,ENE,9.4,1987
NAYARIT,16.5,ENE,11.7,1987
NUEVO LEÓN,12.0,ENE,4.9,1987
OAXACA,14.9,ENE,11.3,1987
PUEBLA,9.9,ENE,5.4,1987
QUERÉTARO,9.3,ENE,4.7,1987
QUINTANA ROO,19.0,ENE,15.1,1987
SAN LUIS POTOSÍ,12.4,ENE,6.1,1987
SINALOA,16.4,ENE,9.4,1987
SONORA,12.8,ENE,3.4,1987
TABASCO,21.0,ENE,17.0,1987
TAMAULIPAS,16.1,ENE,8.3,1987
TLAXCALA,5.6,ENE,1.3,1987
VERACRUZ,16.5,ENE,11.3,1987
YUCATÁN,19.0,ENE,15.1,1987
ZACATECAS,8.1,ENE,3.0,1987
AGUASCALIENTES,8.5,FEB,4.3,1987
BAJA CALIFORNIA,10.7,FEB,5.9,1987
BAJA CALIFORNIA SUR,14.1,FEB,8.7,1987
CAMPECHE,18.6,FEB,16.2,1987
COAHUILA,10.8,FEB,5.3,1987
COLIMA,17.6,FEB,14.0,1987
CHIAPAS,17.3,FEB,15.4,1987
CHIHUAHUA,6.5,FEB,-0.9,1987
DISTRITO FEDERAL,8.5,FEB,5.7,1987
DURANGO,7.9,FEB,2.2,1987
GUANAJUATO,9.4,FEB,5.8,1987
GUERRERO,18.5,FEB,16.3,1987
HIDALGO,7.7,FEB,4.7,1987
JALISCO,11.8,FEB,7.4,1987
ESTADO DE MÉXICO,7.0,FEB,4.1,1987
MICHOACÁN,11.8,FEB,8.4,1987
MORELOS,13.7,FEB,10.9,1987
NAYARIT,16.5,FEB,11.6,1987
NUEVO LEÓN,12.0,FEB,7.3,1987
OAXACA,14.9,FEB,12.7,1987
PUEBLA,9.9,FEB,7.3,1987
QUERÉTARO,9.3,FEB,6.3,1987
QUINTANA ROO,19.0,FEB,16.4,1987
SAN LUIS POTOSÍ,12.4,FEB,7.9,1987
SINALOA,16.4,FEB,10.2,1987
SONORA,12.8,FEB,5.7,1987
TABASCO,21.0,FEB,19.0,1987
TAMAULIPAS,16.1,FEB,11.2,1987
TLAXCALA,5.6,FEB,3.1,1987
VERACRUZ,16.5,FEB,13.3,1987
YUCATÁN,19.0,FEB,16.5,1987
ZACATECAS,8.1,FEB,3.6,1987
AGUASCALIENTES,8.5,MAR,5.6,1987
BAJA CALIFORNIA,10.7,MAR,7.1,1987
BAJA CALIFORNIA SUR,14.1,MAR,9.6,1987
CAMPECHE,18.6,MAR,18.1,1987
COAHUILA,10.8,MAR,6.5,1987
COLIMA,17.6,MAR,14.2,1987
CHIAPAS,17.3,MAR,16.3,1987
CHIHUAHUA,6.5,MAR,0.8,1987
DISTRITO FEDERAL,8.5,MAR,7.7,1987
DURANGO,7.9,MAR,3.2,1987
GUANAJUATO,9.4,MAR,7.7,1987
GUERRERO,18.5,MAR,17.7,1987
HIDALGO,7.7,MAR,6.7,1987
JALISCO,11.8,MAR,8.5,1987
ESTADO DE MÉXICO,7.0,MAR,5.6,1987
MICHOACÁN,11.8,MAR,9.8,1987
MORELOS,13.7,MAR,12.7,1987
NAYARIT,16.5,MAR,12.0,1987
NUEVO LEÓN,12.0,MAR,8.2,1987
OAXACA,14.9,MAR,14.3,1987
PUEBLA,9.9,MAR,9.2,1987
QUERÉTARO,9.3,MAR,8.1,1987
QUINTANA ROO,19.0,MAR,18.9,1987
SAN LUIS POTOSÍ,12.4,MAR,10.0,1987
SINALOA,16.4,MAR,10.6,1987
SONORA,12.8,MAR,6.5,1987
TABASCO,21.0,MAR,20.0,1987
TAMAULIPAS,16.1,MAR,12.1,1987
TLAXCALA,5.6,MAR,4.6,1987
VERACRUZ,16.5,MAR,14.9,1987
YUCATÁN,19.0,MAR,18.1,1987
ZACATECAS,8.1,MAR,5.0,1987
AGUASCALIENTES,8.5,ABR,8.4,1987
BAJA CALIFORNIA,10.7,ABR,9.9,1987
BAJA CALIFORNIA SUR,14.1,ABR,12.2,1987
CAMPECHE,18.6,ABR,17.8,1987
COAHUILA,10.8,ABR,9.2,1987
COLIMA,17.6,ABR,15.3,1987
CHIAPAS,17.3,ABR,17.4,1987
CHIHUAHUA,6.5,ABR,5.7,1987
DISTRITO FEDERAL,8.5,ABR,9.1,1987
DURANGO,7.9,ABR,6.4,1987
GUANAJUATO,9.4,ABR,9.7,1987
GUERRERO,18.5,ABR,18.8,1987
HIDALGO,7.7,ABR,7.9,1987
JALISCO,11.8,ABR,10.6,1987
ESTADO DE MÉXICO,7.0,ABR,7.2,1987
MICHOACÁN,11.8,ABR,11.7,1987
MORELOS,13.7,ABR,14.7,1987
NAYARIT,16.5,ABR,13.7,1987
NUEVO LEÓN,12.0,ABR,10.3,1987
OAXACA,14.9,ABR,14.9,1987
PUEBLA,9.9,ABR,10.1,1987
QUERÉTARO,9.3,ABR,9.5,1987
QUINTANA ROO,19.0,ABR,17.3,1987
SAN LUIS POTOSÍ,12.4,ABR,11.7,1987
SINALOA,16.4,ABR,13.6,1987
SONORA,12.8,ABR,11.4,1987
TABASCO,21.0,ABR,20.4,1987
TAMAULIPAS,16.1,ABR,14.4,1987
TLAXCALA,5.6,ABR,6.0,1987
VERACRUZ,16.5,ABR,15.5,1987
YUCATÁN,19.0,ABR,17.4,1987
ZACATECAS,8.1,ABR,7.6,1987
AGUASCALIENTES,8.5,MAY,10.4,1987
BAJA CALIFORNIA,10.7,MAY,11.9,1987
BAJA CALIFORNIA SUR,14.1,MAY,13.3,1987
CAMPECHE,18.6,MAY,20.7,1987
COAHUILA,10.8,MAY,13.9,1987
COLIMA,17.6,MAY,16.9,1987
CHIAPAS,17.3,MAY,18.6,1987
CHIHUAHUA,6.5,MAY,9.8,1987
DISTRITO FEDERAL,8.5,MAY,9.8,1987
DURANGO,7.9,MAY,9.8,1987
GUANAJUATO,9.4,MAY,11.8,1987
GUERRERO,18.5,MAY,20.0,1987
HIDALGO,7.7,MAY,9.7,1987
JALISCO,11.8,MAY,12.8,1987
ESTADO DE MÉXICO,7.0,MAY,8.3,1987
MICHOACÁN,11.8,MAY,13.4,1987
MORELOS,13.7,MAY,15.9,1987
NAYARIT,16.5,MAY,16.2,1987
NUEVO LEÓN,12.0,MAY,15.9,1987
OAXACA,14.9,MAY,16.3,1987
PUEBLA,9.9,MAY,12.1,1987
QUERÉTARO,9.3,MAY,11.6,1987
QUINTANA ROO,19.0,MAY,19.7,1987
SAN LUIS POTOSÍ,12.4,MAY,15.7,1987
SINALOA,16.4,MAY,16.2,1987
SONORA,12.8,MAY,14.0,1987
TABASCO,21.0,MAY,22.5,1987
TAMAULIPAS,16.1,MAY,19.7,1987
TLAXCALA,5.6,MAY,7.1,1987
VERACRUZ,16.5,MAY,19.0,1987
YUCATÁN,19.0,MAY,21.0,1987
ZACATECAS,8.1,MAY,10.0,1987
AGUASCALIENTES,8.5,JUN,12.9,1987
BAJA CALIFORNIA,10.7,JUN,14.3,1987
BAJA CALIFORNIA SUR,14.1,JUN,15.9,1987
CAMPECHE,18.6,JUN,21.6,1987
COAHUILA,10.8,JUN,16.7,1987
COLIMA,17.6,JUN,21.0,1987
CHIAPAS,17.3,JUN,19.7,1987
CHIHUAHUA,6.5,JUN,13.6,1987
DISTRITO FEDERAL,8.5,JUN,11.1,1987
DURANGO,7.9,JUN,13.5,1987
GUANAJUATO,9.4,JUN,13.1,1987
GUERRERO,18.5,JUN,20.3,1987
HIDALGO,7.7,JUN,11.1,1987
JALISCO,11.8,JUN,16.3,1987
ESTADO DE MÉXICO,7.0,JUN,10.0,1987
MICHOACÁN,11.8,JUN,15.0,1987
MORELOS,13.7,JUN,16.8,1987
NAYARIT,16.5,JUN,21.1,1987
NUEVO LEÓN,12.0,JUN,17.7,1987
OAXACA,14.9,JUN,17.2,1987
PUEBLA,9.9,JUN,13.1,1987
QUERÉTARO,9.3,JUN,12.3,1987
QUINTANA ROO,19.0,JUN,22.2,1987
SAN LUIS POTOSÍ,12.4,JUN,17.0,1987
SINALOA,16.4,JUN,21.4,1987
SONORA,12.8,JUN,19.3,1987
TABASCO,21.0,JUN,23.3,1987
TAMAULIPAS,16.1,JUN,21.4,1987
TLAXCALA,5.6,JUN,9.6,1987
VERACRUZ,16.5,JUN,19.8,1987
YUCATÁN,19.0,JUN,22.0,1987
ZACATECAS,8.1,JUN,12.9,1987
AGUASCALIENTES,8.5,JUL,13.3,1987
BAJA CALIFORNIA,10.7,JUL,15.3,1987
BAJA CALIFORNIA SUR,14.1,JUL,19.7,1987
CAMPECHE,18.6,JUL,21.0,1987
COAHUILA,10.8,JUL,17.3,1987
COLIMA,17.6,JUL,21.1,1987
CHIAPAS,17.3,JUL,19.1,1987
CHIHUAHUA,6.5,JUL,15.5,1987
DISTRITO FEDERAL,8.5,JUL,11.3,1987
DURANGO,7.9,JUL,14.8,1987
GUANAJUATO,9.4,JUL,13.5,1987
GUERRERO,18.5,JUL,19.9,1987
HIDALGO,7.7,JUL,11.2,1987
JALISCO,11.8,JUL,16.6,1987
ESTADO DE MÉXICO,7.0,JUL,10.4,1987
MICHOACÁN,11.8,JUL,15.4,1987
MORELOS,13.7,JUL,16.3,1987
NAYARIT,16.5,JUL,21.4,1987
NUEVO LEÓN,12.0,JUL,17.7,1987
OAXACA,14.9,JUL,17.0,1987
PUEBLA,9.9,JUL,12.9,1987
QUERÉTARO,9.3,JUL,13.3,1987
QUINTANA ROO,19.0,JUL,21.7,1987
SAN LUIS POTOSÍ,12.4,JUL,16.7,1987
SINALOA,16.4,JUL,24.0,1987
SONORA,12.8,JUL,22.1,1987
TABASCO,21.0,JUL,23.1,1987
TAMAULIPAS,16.1,JUL,21.1,1987
TLAXCALA,5.6,JUL,9.3,1987
VERACRUZ,16.5,JUL,19.4,1987
YUCATÁN,19.0,JUL,21.7,1987
ZACATECAS,8.1,JUL,13.2,1987
AGUASCALIENTES,8.5,AGO,13.2,1987
BAJA CALIFORNIA,10.7,AGO,17.1,1987
BAJA CALIFORNIA SUR,14.1,AGO,21.1,1987
CAMPECHE,18.6,AGO,20.3,1987
COAHUILA,10.8,AGO,17.5,1987
COLIMA,17.6,AGO,20.5,1987
CHIAPAS,17.3,AGO,19.1,1987
CHIHUAHUA,6.5,AGO,14.8,1987
DISTRITO FEDERAL,8.5,AGO,11.1,1987
DURANGO,7.9,AGO,14.3,1987
GUANAJUATO,9.4,AGO,12.9,1987
GUERRERO,18.5,AGO,19.8,1987
HIDALGO,7.7,AGO,10.5,1987
JALISCO,11.8,AGO,16.0,1987
ESTADO DE MÉXICO,7.0,AGO,9.8,1987
MICHOACÁN,11.8,AGO,14.9,1987
MORELOS,13.7,AGO,15.8,1987
NAYARIT,16.5,AGO,20.8,1987
NUEVO LEÓN,12.0,AGO,18.3,1987
OAXACA,14.9,AGO,16.7,1987
PUEBLA,9.9,AGO,12.1,1987
QUERÉTARO,9.3,AGO,12.9,1987
QUINTANA ROO,19.0,AGO,21.1,1987
SAN LUIS POTOSÍ,12.4,AGO,16.9,1987
SINALOA,16.4,AGO,22.8,1987
SONORA,12.8,AGO,21.7,1987
TABASCO,21.0,AGO,22.9,1987
TAMAULIPAS,16.1,AGO,21.7,1987
TLAXCALA,5.6,AGO,8.0,1987
VERACRUZ,16.5,AGO,19.2,1987
YUCATÁN,19.0,AGO,21.1,1987
ZACATECAS,8.1,AGO,12.4,1987
AGUASCALIENTES,8.5,SEP,12.5,1987
BAJA CALIFORNIA,10.7,SEP,15.3,1987
BAJA CALIFORNIA SUR,14.1,SEP,20.5,1987
CAMPECHE,18.6,SEP,20.9,1987
COAHUILA,10.8,SEP,15.6,1987
COLIMA,17.6,SEP,21.3,1987
CHIAPAS,17.3,SEP,19.2,1987
CHIHUAHUA,6.5,SEP,12.7,1987
DISTRITO FEDERAL,8.5,SEP,11.7,1987
DURANGO,7.9,SEP,13.2,1987
GUANAJUATO,9.4,SEP,12.3,1987
GUERRERO,18.5,SEP,20.2,1987
HIDALGO,7.7,SEP,10.5,1987
JALISCO,11.8,SEP,16.1,1987
ESTADO DE MÉXICO,7.0,SEP,9.8,1987
MICHOACÁN,11.8,SEP,14.8,1987
MORELOS,13.7,SEP,16.3,1987
NAYARIT,16.5,SEP,21.7,1987
NUEVO LEÓN,12.0,SEP,16.3,1987
OAXACA,14.9,SEP,16.7,1987
PUEBLA,9.9,SEP,12.5,1987
QUERÉTARO,9.3,SEP,12.0,1987
QUINTANA ROO,19.0,SEP,21.2,1987
SAN LUIS POTOSÍ,12.4,SEP,16.5,1987
SINALOA,16.4,SEP,22.8,1987
SONORA,12.8,SEP,19.7,1987
TABASCO,21.0,SEP,23.2,1987
TAMAULIPAS,16.1,SEP,20.8,1987
TLAXCALA,5.6,SEP,8.7,1987
VERACRUZ,16.5,SEP,19.5,1987
YUCATÁN,19.0,SEP,20.9,1987
ZACATECAS,8.1,SEP,11.9,1987
AGUASCALIENTES,8.5,OCT,7.7,1987
BAJA CALIFORNIA,10.7,OCT,14.3,1987
BAJA CALIFORNIA SUR,14.1,OCT,18.7,1987
CAMPECHE,18.6,OCT,18.1,1987
COAHUILA,10.8,OCT,12.0,1987
COLIMA,17.6,OCT,19.2,1987
CHIAPAS,17.3,OCT,16.9,1987
CHIHUAHUA,6.5,OCT,8.6,1987
DISTRITO FEDERAL,8.5,OCT,7.4,1987
DURANGO,7.9,OCT,9.2,1987
GUANAJUATO,9.4,OCT,8.0,1987
GUERRERO,18.5,OCT,18.3,1987
HIDALGO,7.7,OCT,5.7,1987
JALISCO,11.8,OCT,12.0,1987
ESTADO DE MÉXICO,7.0,OCT,5.8,1987
MICHOACÁN,11.8,OCT,11.4,1987
MORELOS,13.7,OCT,12.5,1987
NAYARIT,16.5,OCT,19.0,1987
NUEVO LEÓN,12.0,OCT,12.0,1987
OAXACA,14.9,OCT,14.4,1987
PUEBLA,9.9,OCT,8.4,1987
QUERÉTARO,9.3,OCT,7.6,1987
QUINTANA ROO,19.0,OCT,19.1,1987
SAN LUIS POTOSÍ,12.4,OCT,11.8,1987
SINALOA,16.4,OCT,20.4,1987
SONORA,12.8,OCT,17.0,1987
TABASCO,21.0,OCT,20.9,1987
TAMAULIPAS,16.1,OCT,16.3,1987
TLAXCALA,5.6,OCT,3.4,1987
VERACRUZ,16.5,OCT,16.2,1987
YUCATÁN,19.0,OCT,18.8,1987
ZACATECAS,8.1,OCT,7.8,1987
AGUASCALIENTES,8.5,NOV,5.6,1987
BAJA CALIFORNIA,10.7,NOV,8.7,1987
BAJA CALIFORNIA SUR,14.1,NOV,12.7,1987
CAMPECHE,18.6,NOV,17.1,1987
COAHUILA,10.8,NOV,7.3,1987
COLIMA,17.6,NOV,17.7,1987
CHIAPAS,17.3,NOV,16.3,1987
CHIHUAHUA,6.5,NOV,1.6,1987
DISTRITO FEDERAL,8.5,NOV,6.6,1987
DURANGO,7.9,NOV,4.4,1987
GUANAJUATO,9.4,NOV,6.6,1987
GUERRERO,18.5,NOV,17.5,1987
HIDALGO,7.7,NOV,5.8,1987
JALISCO,11.8,NOV,9.4,1987
ESTADO DE MÉXICO,7.0,NOV,5.3,1987
MICHOACÁN,11.8,NOV,10.0,1987
MORELOS,13.7,NOV,11.5,1987
NAYARIT,16.5,NOV,15.3,1987
NUEVO LEÓN,12.0,NOV,8.6,1987
OAXACA,14.9,NOV,13.8,1987
PUEBLA,9.9,NOV,8.4,1987
QUERÉTARO,9.3,NOV,6.7,1987
QUINTANA ROO,19.0,NOV,18.1,1987
SAN LUIS POTOSÍ,12.4,NOV,10.0,1987
SINALOA,16.4,NOV,13.7,1987
SONORA,12.8,NOV,8.0,1987
TABASCO,21.0,NOV,20.1,1987
TAMAULIPAS,16.1,NOV,13.8,1987
TLAXCALA,5.6,NOV,3.1,1987
VERACRUZ,16.5,NOV,15.4,1987
YUCATÁN,19.0,NOV,18.1,1987
ZACATECAS,8.1,NOV,5.2,1987
AGUASCALIENTES,8.5,DIC,5.5,1987
BAJA CALIFORNIA,10.7,DIC,4.3,1987
BAJA CALIFORNIA SUR,14.1,DIC,9.1,1987
CAMPECHE,18.6,DIC,16.4,1987
COAHUILA,10.8,DIC,5.8,1987
COLIMA,17.6,DIC,16.4,1987
CHIAPAS,17.3,DIC,15.8,1987
CHIHUAHUA,6.5,DIC,-0.9,1987
DISTRITO FEDERAL,8.5,DIC,6.4,1987
DURANGO,7.9,DIC,3.9,1987
GUANAJUATO,9.4,DIC,6.2,1987
GUERRERO,18.5,DIC,17.3,1987
HIDALGO,7.7,DIC,5.1,1987
JALISCO,11.8,DIC,8.7,1987
ESTADO DE MÉXICO,7.0,DIC,4.7,1987
MICHOACÁN,11.8,DIC,9.3,1987
MORELOS,13.7,DIC,11.5,1987
NAYARIT,16.5,DIC,14.0,1987
NUEVO LEÓN,12.0,DIC,6.6,1987
OAXACA,14.9,DIC,13.5,1987
PUEBLA,9.9,DIC,7.6,1987
QUERÉTARO,9.3,DIC,6.5,1987
QUINTANA ROO,19.0,DIC,17.3,1987
SAN LUIS POTOSÍ,12.4,DIC,9.0,1987
SINALOA,16.4,DIC,12.0,1987
SONORA,12.8,DIC,4.3,1987
TABASCO,21.0,DIC,19.6,1987
TAMAULIPAS,16.1,DIC,12.3,1987
TLAXCALA,5.6,DIC,2.9,1987
VERACRUZ,16.5,DIC,14.8,1987
YUCATÁN,19.0,DIC,17.2,1987
ZACATECAS,8.1,DIC,5.0,1987
AGUASCALIENTES,8.7,ENE,2.5,1988
BAJA CALIFORNIA,10.4,ENE,5.2,1988
BAJA CALIFORNIA SUR,14.1,ENE,8.7,1988
CAMPECHE,18.9,ENE,16.5,1988
COAHUILA,11.1,ENE,3.3,1988
COLIMA,17.1,ENE,14.3,1988
CHIAPAS,17.6,ENE,15.5,1988
CHIHUAHUA,7.6,ENE,-1.5,1988
DISTRITO FEDERAL,8.2,ENE,4.0,1988
DURANGO,8.2,ENE,1.3,1988
GUANAJUATO,9.8,ENE,4.1,1988
GUERRERO,18.5,ENE,15.5,1988
HIDALGO,7.9,ENE,2.8,1988
JALISCO,11.6,ENE,5.9,1988
ESTADO DE MÉXICO,7.3,ENE,2.8,1988
MICHOACÁN,11.6,ENE,6.8,1988
MORELOS,13.7,ENE,9.3,1988
NAYARIT,16.8,ENE,10.3,1988
NUEVO LEÓN,12.3,ENE,4.1,1988
OAXACA,15.0,ENE,12.3,1988
PUEBLA,9.7,ENE,6.0,1988
QUERÉTARO,9.6,ENE,4.1,1988
QUINTANA ROO,19.6,ENE,17.1,1988
