ENTIDAD,ANUAL,MESES,Tmax,AÑO
ZACATECAS,25.9,DIC,21.7,2001
AGUASCALIENTES,26.7,ENE,22.9,2002
BAJA CALIFORNIA,27.0,ENE,20.2,2002
BAJA CALIFORNIA SUR,30.3,ENE,24.9,2002
CAMPECHE,32.6,ENE,29.5,2002
COAHUILA,29.5,ENE,22.0,2002
COLIMA,32.4,ENE,31.3,2002
CHIAPAS,30.4,ENE,29.2,2002
CHIHUAHUA,28.5,ENE,22.3,2002
DISTRITO FEDERAL,23.3,ENE,21.7,2002
DURANGO,26.6,ENE,21.7,2002
GUANAJUATO,26.7,ENE,23.7,2002
GUERRERO,32.3,ENE,31.2,2002
HIDALGO,24.7,ENE,22.8,2002
JALISCO,29.1,ENE,26.9,2002
ESTADO DE MÉXICO,22.0,ENE,20.4,2002
MICHOACÁN,26.8,ENE,24.5,2002
MORELOS,29.2,ENE,27.8,2002
NAYARIT,33.7,ENE,31.8,2002
NUEVO LEÓN,26.0,ENE,21.8,2002
OAXACA,28.7,ENE,27.0,2002
PUEBLA,26.3,ENE,24.2,2002
QUERÉTARO,25.6,ENE,23.2,2002
QUINTANA ROO,32.5,ENE,30.1,2002
SAN LUIS POTOSÍ,28.9,ENE,24.6,2002
SINALOA,33.9,ENE,29.1,2002
SONORA,32.1,ENE,24.0,2002
TABASCO,32.6,ENE,29.2,2002
TAMAULIPAS,30.1,ENE,24.7,2002
TLAXCALA,23.0,ENE,21.5,2002
VERACRUZ,29.1,ENE,24.9,2002
YUCATÁN,31.8,ENE,29.1,2002
ZACATECAS,25.8,ENE,22.5,2002
AGUASCALIENTES,26.7,FEB,23.4,2002
BAJA CALIFORNIA,27.0,FEB,23.2,2002
BAJA CALIFORNIA SUR,30.3,FEB,26.0,2002
CAMPECHE,32.6,FEB,29.8,2002
COAHUILA,29.5,FEB,21.5,2002
COLIMA,32.4,FEB,31.7,2002
CHIAPAS,30.4,FEB,29.2,2002
CHIHUAHUA,28.5,FEB,22.2,2002
DISTRITO FEDERAL,23.3,FEB,21.8,2002
DURANGO,26.6,FEB,21.4,2002
GUANAJUATO,26.7,FEB,24.3,2002
GUERRERO,32.3,FEB,32.3,2002
HIDALGO,24.7,FEB,22.2,2002
JALISCO,29.1,FEB,27.4,2002
ESTADO DE MÉXICO,22.0,FEB,20.9,2002
MICHOACÁN,26.8,FEB,25.4,2002
MORELOS,29.2,FEB,29.1,2002
NAYARIT,33.7,FEB,31.3,2002
NUEVO LEÓN,26.0,FEB,21.4,2002
OAXACA,28.7,FEB,26.6,2002
PUEBLA,26.3,FEB,24.1,2002
QUERÉTARO,25.6,FEB,23.1,2002
QUINTANA ROO,32.5,FEB,30.5,2002
SAN LUIS POTOSÍ,28.9,FEB,24.0,2002
SINALOA,33.9,FEB,30.1,2002
SONORA,32.1,FEB,26.1,2002
TABASCO,32.6,FEB,26.5,2002
TAMAULIPAS,30.1,FEB,23.9,2002
TLAXCALA,23.0,FEB,21.5,2002
VERACRUZ,29.1,FEB,23.9,2002
YUCATÁN,31.8,FEB,29.2,2002
ZACATECAS,25.8,FEB,22.2,2002
AGUASCALIENTES,26.7,MAR,27.4,2002
BAJA CALIFORNIA,27.0,MAR,23.0,2002
BAJA CALIFORNIA SUR,30.3,MAR,27.1,2002
CAMPECHE,32.6,MAR,32.4,2002
COAHUILA,29.5,MAR,27.9,2002
COLIMA,32.4,MAR,32.8,2002
CHIAPAS,30.4,MAR,31.4,2002
CHIHUAHUA,28.5,MAR,26.5,2002
DISTRITO FEDERAL,23.3,MAR,25.9,2002
DURANGO,26.6,MAR,25.9,2002
GUANAJUATO,26.7,MAR,28.1,2002
GUERRERO,32.3,MAR,34.0,2002
HIDALGO,24.7,MAR,26.5,2002
JALISCO,29.1,MAR,30.9,2002
ESTADO DE MÉXICO,22.0,MAR,24.0,2002
MICHOACÁN,26.8,MAR,28.9,2002
MORELOS,29.2,MAR,32.5,2002
NAYARIT,33.7,MAR,34.1,2002
NUEVO LEÓN,26.0,MAR,26.0,2002
OAXACA,28.7,MAR,29.9,2002
PUEBLA,26.3,MAR,28.1,2002
QUERÉTARO,25.6,MAR,26.8,2002
QUINTANA ROO,32.5,MAR,31.9,2002
SAN LUIS POTOSÍ,28.9,MAR,29.7,2002
SINALOA,33.9,MAR,32.2,2002
SONORA,32.1,MAR,28.5,2002
TABASCO,32.6,MAR,32.1,2002
TAMAULIPAS,30.1,MAR,29.7,2002
TLAXCALA,23.0,MAR,25.5,2002
VERACRUZ,29.1,MAR,29.2,2002
YUCATÁN,31.8,MAR,32.0,2002
ZACATECAS,25.8,MAR,26.8,2002
AGUASCALIENTES,26.7,ABR,30.2,2002
BAJA CALIFORNIA,27.0,ABR,24.8,2002
BAJA CALIFORNIA SUR,30.3,ABR,29.3,2002
CAMPECHE,32.6,ABR,36.0,2002
COAHUILA,29.5,ABR,33.8,2002
COLIMA,32.4,ABR,33.6,2002
CHIAPAS,30.4,ABR,32.7,2002
CHIHUAHUA,28.5,ABR,31.2,2002
DISTRITO FEDERAL,23.3,ABR,26.6,2002
DURANGO,26.6,ABR,30.1,2002
GUANAJUATO,26.7,ABR,30.3,2002
GUERRERO,32.3,ABR,35.1,2002
HIDALGO,24.7,ABR,27.6,2002
JALISCO,29.1,ABR,32.9,2002
ESTADO DE MÉXICO,22.0,ABR,24.7,2002
MICHOACÁN,26.8,ABR,30.9,2002
MORELOS,29.2,ABR,33.5,2002
NAYARIT,33.7,ABR,36.3,2002
NUEVO LEÓN,26.0,ABR,29.3,2002
OAXACA,28.7,ABR,31.3,2002
PUEBLA,26.3,ABR,29.0,2002
QUERÉTARO,25.6,ABR,28.6,2002
QUINTANA ROO,32.5,ABR,34.3,2002
SAN LUIS POTOSÍ,28.9,ABR,32.2,2002
SINALOA,33.9,ABR,34.4,2002
SONORA,32.1,ABR,33.1,2002
TABASCO,32.6,ABR,34.8,2002
TAMAULIPAS,30.1,ABR,33.6,2002
TLAXCALA,23.0,ABR,26.6,2002
VERACRUZ,29.1,ABR,32.4,2002
YUCATÁN,31.8,ABR,34.9,2002
ZACATECAS,25.8,ABR,30.0,2002
AGUASCALIENTES,26.7,MAY,31.1,2002
BAJA CALIFORNIA,27.0,MAY,27.0,2002
BAJA CALIFORNIA SUR,30.3,MAY,32.2,2002
CAMPECHE,32.6,MAY,36.4,2002
COAHUILA,29.5,MAY,36.0,2002
COLIMA,32.4,MAY,34.4,2002
CHIAPAS,30.4,MAY,32.4,2002
CHIHUAHUA,28.5,MAY,34.9,2002
DISTRITO FEDERAL,23.3,MAY,26.2,2002
DURANGO,26.6,MAY,32.2,2002
GUANAJUATO,26.7,MAY,31.1,2002
GUERRERO,32.3,MAY,35.1,2002
HIDALGO,24.7,MAY,28.0,2002
JALISCO,29.1,MAY,33.6,2002
ESTADO DE MÉXICO,22.0,MAY,25.0,2002
MICHOACÁN,26.8,MAY,30.9,2002
MORELOS,29.2,MAY,32.7,2002
NAYARIT,33.7,MAY,38.1,2002
NUEVO LEÓN,26.0,MAY,29.9,2002
OAXACA,28.7,MAY,31.4,2002
PUEBLA,26.3,MAY,29.3,2002
QUERÉTARO,25.6,MAY,29.0,2002
QUINTANA ROO,32.5,MAY,34.7,2002
SAN LUIS POTOSÍ,28.9,MAY,33.8,2002
SINALOA,33.9,MAY,37.5,2002
SONORA,32.1,MAY,36.6,2002
TABASCO,32.6,MAY,34.8,2002
TAMAULIPAS,30.1,MAY,35.2,2002
TLAXCALA,23.0,MAY,26.2,2002
VERACRUZ,29.1,MAY,33.2,2002
YUCATÁN,31.8,MAY,35.6,2002
ZACATECAS,25.8,MAY,31.3,2002
AGUASCALIENTES,26.7,JUN,29.3,2002
BAJA CALIFORNIA,27.0,JUN,31.2,2002
BAJA CALIFORNIA SUR,30.3,JUN,33.5,2002
CAMPECHE,32.6,JUN,34.1,2002
COAHUILA,29.5,JUN,35.9,2002
COLIMA,32.4,JUN,33.6,2002
CHIAPAS,30.4,JUN,30.3,2002
CHIHUAHUA,28.5,JUN,36.3,2002
DISTRITO FEDERAL,23.3,JUN,24.2,2002
DURANGO,26.6,JUN,31.6,2002
GUANAJUATO,26.7,JUN,29.1,2002
GUERRERO,32.3,JUN,32.5,2002
HIDALGO,24.7,JUN,26.1,2002
JALISCO,29.1,JUN,31.0,2002
ESTADO DE MÉXICO,22.0,JUN,22.9,2002
MICHOACÁN,26.8,JUN,28.3,2002
MORELOS,29.2,JUN,28.8,2002
NAYARIT,33.7,JUN,36.0,2002
NUEVO LEÓN,26.0,JUN,29.3,2002
OAXACA,28.7,JUN,28.8,2002
PUEBLA,26.3,JUN,27.0,2002
QUERÉTARO,25.6,JUN,27.1,2002
QUINTANA ROO,32.5,JUN,33.4,2002
SAN LUIS POTOSÍ,28.9,JUN,32.3,2002
SINALOA,33.9,JUN,37.5,2002
SONORA,32.1,JUN,39.9,2002
TABASCO,32.6,JUN,35.0,2002
TAMAULIPAS,30.1,JUN,35.0,2002
TLAXCALA,23.0,JUN,23.3,2002
VERACRUZ,29.1,JUN,31.6,2002
YUCATÁN,31.8,JUN,32.8,2002
ZACATECAS,25.8,JUN,29.0,2002
AGUASCALIENTES,26.7,JUL,26.5,2002
BAJA CALIFORNIA,27.0,JUL,33.0,2002
BAJA CALIFORNIA SUR,30.3,JUL,35.6,2002
CAMPECHE,32.6,JUL,34.5,2002
COAHUILA,29.5,JUL,34.1,2002
COLIMA,32.4,JUL,33.0,2002
CHIAPAS,30.4,JUL,30.6,2002
CHIHUAHUA,28.5,JUL,33.6,2002
DISTRITO FEDERAL,23.3,JUL,22.8,2002
DURANGO,26.6,JUL,29.0,2002
GUANAJUATO,26.7,JUL,26.7,2002
GUERRERO,32.3,JUL,31.7,2002
HIDALGO,24.7,JUL,24.8,2002
JALISCO,29.1,JUL,28.6,2002
ESTADO DE MÉXICO,22.0,JUL,21.6,2002
MICHOACÁN,26.8,JUL,26.4,2002
MORELOS,29.2,JUL,28.5,2002
NAYARIT,33.7,JUL,34.0,2002
NUEVO LEÓN,26.0,JUL,28.1,2002
OAXACA,28.7,JUL,28.8,2002
PUEBLA,26.3,JUL,26.6,2002
QUERÉTARO,25.6,JUL,25.5,2002
QUINTANA ROO,32.5,JUL,34.1,2002
SAN LUIS POTOSÍ,28.9,JUL,30.3,2002
SINALOA,33.9,JUL,37.3,2002
SONORA,32.1,JUL,38.1,2002
TABASCO,32.6,JUL,34.9,2002
TAMAULIPAS,30.1,JUL,33.1,2002
TLAXCALA,23.0,JUL,22.5,2002
VERACRUZ,29.1,JUL,31.0,2002
YUCATÁN,31.8,JUL,33.2,2002
ZACATECAS,25.8,JUL,26.3,2002
AGUASCALIENTES,26.7,AGO,26.9,2002
BAJA CALIFORNIA,27.0,AGO,33.8,2002
BAJA CALIFORNIA SUR,30.3,AGO,36.1,2002
CAMPECHE,32.6,AGO,34.5,2002
COAHUILA,29.5,AGO,34.4,2002
COLIMA,32.4,AGO,33.0,2002
CHIAPAS,30.4,AGO,30.9,2002
CHIHUAHUA,28.5,AGO,34.1,2002
DISTRITO FEDERAL,23.3,AGO,23.1,2002
DURANGO,26.6,AGO,28.8,2002
GUANAJUATO,26.7,AGO,27.4,2002
GUERRERO,32.3,AGO,32.2,2002
HIDALGO,24.7,AGO,25.5,2002
JALISCO,29.1,AGO,29.1,2002
ESTADO DE MÉXICO,22.0,AGO,21.8,2002
MICHOACÁN,26.8,AGO,26.6,2002
MORELOS,29.2,AGO,29.3,2002
NAYARIT,33.7,AGO,33.9,2002
NUEVO LEÓN,26.0,AGO,28.8,2002
OAXACA,28.7,AGO,29.1,2002
PUEBLA,26.3,AGO,27.0,2002
QUERÉTARO,25.6,AGO,26.5,2002
QUINTANA ROO,32.5,AGO,34.3,2002
SAN LUIS POTOSÍ,28.9,AGO,31.8,2002
SINALOA,33.9,AGO,36.8,2002
SONORA,32.1,AGO,37.3,2002
TABASCO,32.6,AGO,34.5,2002
TAMAULIPAS,30.1,AGO,35.2,2002
TLAXCALA,23.0,AGO,22.9,2002
VERACRUZ,29.1,AGO,31.6,2002
YUCATÁN,31.8,AGO,33.8,2002
ZACATECAS,25.8,AGO,26.6,2002
AGUASCALIENTES,26.7,SEP,25.9,2002
BAJA CALIFORNIA,27.0,SEP,33.7,2002
BAJA CALIFORNIA SUR,30.3,SEP,35.3,2002
CAMPECHE,32.6,SEP,32.6,2002
COAHUILA,29.5,SEP,31.4,2002
COLIMA,32.4,SEP,32.5,2002
CHIAPAS,30.4,SEP,29.6,2002
CHIHUAHUA,28.5,SEP,29.0,2002
DISTRITO FEDERAL,23.3,SEP,22.0,2002
DURANGO,26.6,SEP,27.8,2002
GUANAJUATO,26.7,SEP,26.0,2002
GUERRERO,32.3,SEP,31.0,2002
HIDALGO,24.7,SEP,24.0,2002
JALISCO,29.1,SEP,28.4,2002
ESTADO DE MÉXICO,22.0,SEP,21.1,2002
MICHOACÁN,26.8,SEP,25.6,2002
MORELOS,29.2,SEP,27.6,2002
NAYARIT,33.7,SEP,33.1,2002
NUEVO LEÓN,26.0,SEP,27.0,2002
OAXACA,28.7,SEP,28.6,2002
PUEBLA,26.3,SEP,25.7,2002
QUERÉTARO,25.6,SEP,24.9,2002
QUINTANA ROO,32.5,SEP,33.2,2002
SAN LUIS POTOSÍ,28.9,SEP,29.8,2002
SINALOA,33.9,SEP,35.7,2002
SONORA,32.1,SEP,37.2,2002
TABASCO,32.6,SEP,36.1,2002
TAMAULIPAS,30.1,SEP,32.7,2002
TLAXCALA,23.0,SEP,21.9,2002
VERACRUZ,29.1,SEP,30.6,2002
YUCATÁN,31.8,SEP,31.7,2002
ZACATECAS,25.8,SEP,25.7,2002
AGUASCALIENTES,26.7,OCT,26.9,2002
BAJA CALIFORNIA,27.0,OCT,27.0,2002
BAJA CALIFORNIA SUR,30.3,OCT,30.9,2002
CAMPECHE,32.6,OCT,32.2,2002
COAHUILA,29.5,OCT,30.0,2002
COLIMA,32.4,OCT,31.9,2002
CHIAPAS,30.4,OCT,30.4,2002
CHIHUAHUA,28.5,OCT,28.2,2002
DISTRITO FEDERAL,23.3,OCT,22.6,2002
DURANGO,26.6,OCT,27.0,2002
GUANAJUATO,26.7,OCT,26.6,2002
GUERRERO,32.3,OCT,31.6,2002
HIDALGO,24.7,OCT,24.8,2002
JALISCO,29.1,OCT,28.5,2002
ESTADO DE MÉXICO,22.0,OCT,21.7,2002
MICHOACÁN,26.8,OCT,26.2,2002
MORELOS,29.2,OCT,27.8,2002
NAYARIT,33.7,OCT,33.5,2002
NUEVO LEÓN,26.0,OCT,26.5,2002
OAXACA,28.7,OCT,29.0,2002
PUEBLA,26.3,OCT,26.4,2002
QUERÉTARO,25.6,OCT,25.9,2002
QUINTANA ROO,32.5,OCT,32.8,2002
SAN LUIS POTOSÍ,28.9,OCT,29.1,2002
SINALOA,33.9,OCT,34.5,2002
SONORA,32.1,OCT,31.8,2002
TABASCO,32.6,OCT,35.6,2002
TAMAULIPAS,30.1,OCT,30.5,2002
TLAXCALA,23.0,OCT,22.8,2002
VERACRUZ,29.1,OCT,30.0,2002
YUCATÁN,31.8,OCT,31.7,2002
ZACATECAS,25.8,OCT,25.8,2002
AGUASCALIENTES,26.7,NOV,25.5,2002
BAJA CALIFORNIA,27.0,NOV,25.8,2002
BAJA CALIFORNIA SUR,30.3,NOV,28.7,2002
CAMPECHE,32.6,NOV,30.3,2002
COAHUILA,29.5,NOV,24.9,2002
COLIMA,32.4,NOV,30.8,2002
CHIAPAS,30.4,NOV,28.8,2002
CHIHUAHUA,28.5,NOV,23.4,2002
DISTRITO FEDERAL,23.3,NOV,21.3,2002
DURANGO,26.6,NOV,23.3,2002
GUANAJUATO,26.7,NOV,23.5,2002
GUERRERO,32.3,NOV,30.1,2002
HIDALGO,24.7,NOV,21.3,2002
JALISCO,29.1,NOV,26.1,2002
ESTADO DE MÉXICO,22.0,NOV,19.8,2002
MICHOACÁN,26.8,NOV,24.3,2002
MORELOS,29.2,NOV,26.1,2002
NAYARIT,33.7,NOV,31.7,2002
NUEVO LEÓN,26.0,NOV,22.3,2002
OAXACA,28.7,NOV,26.3,2002
PUEBLA,26.3,NOV,23.8,2002
QUERÉTARO,25.6,NOV,23.0,2002
QUINTANA ROO,32.5,NOV,31.0,2002
SAN LUIS POTOSÍ,28.9,NOV,24.6,2002
SINALOA,33.9,NOV,32.7,2002
SONORA,32.1,NOV,29.3,2002
TABASCO,32.6,NOV,29.7,2002
TAMAULIPAS,30.1,NOV,24.7,2002
TLAXCALA,23.0,NOV,20.7,2002
VERACRUZ,29.1,NOV,26.1,2002
YUCATÁN,31.8,NOV,29.8,2002
ZACATECAS,25.8,NOV,22.4,2002
AGUASCALIENTES,26.7,DIC,24.2,2002
BAJA CALIFORNIA,27.0,DIC,20.7,2002
BAJA CALIFORNIA SUR,30.3,DIC,24.5,2002
CAMPECHE,32.6,DIC,28.7,2002
COAHUILA,29.5,DIC,21.8,2002
COLIMA,32.4,DIC,30.6,2002
CHIAPAS,30.4,DIC,29.0,2002
CHIHUAHUA,28.5,DIC,19.7,2002
DISTRITO FEDERAL,23.3,DIC,20.8,2002
DURANGO,26.6,DIC,20.1,2002
GUANAJUATO,26.7,DIC,23.4,2002
GUERRERO,32.3,DIC,30.5,2002
HIDALGO,24.7,DIC,22.2,2002
JALISCO,29.1,DIC,25.6,2002
ESTADO DE MÉXICO,22.0,DIC,20.0,2002
MICHOACÁN,26.8,DIC,23.9,2002
MORELOS,29.2,DIC,26.6,2002
NAYARIT,33.7,DIC,30.4,2002
NUEVO LEÓN,26.0,DIC,21.1,2002
OAXACA,28.7,DIC,28.1,2002
PUEBLA,26.3,DIC,23.8,2002
QUERÉTARO,25.6,DIC,22.9,2002
QUINTANA ROO,32.5,DIC,29.8,2002
SAN LUIS POTOSÍ,28.9,DIC,24.3,2002
SINALOA,33.9,DIC,28.6,2002
SONORA,32.1,DIC,22.7,2002
TABASCO,32.6,DIC,28.3,2002
TAMAULIPAS,30.1,DIC,23.4,2002
TLAXCALA,23.0,DIC,21.0,2002
VERACRUZ,29.1,DIC,25.2,2002
YUCATÁN,31.8,DIC,28.4,2002
ZACATECAS,25.8,DIC,21.2,2002
AGUASCALIENTES,26.6,ENE,22.3,2003
BAJA CALIFORNIA,26.0,ENE,23.2,2003
BAJA CALIFORNIA SUR,30.4,ENE,27.0,2003
CAMPECHE,32.7,ENE,27.8,2003
COAHUILA,29.4,ENE,22.0,2003
COLIMA,33.2,ENE,33.0,2003
CHIAPAS,30.6,ENE,28.4,2003
CHIHUAHUA,27.2,ENE,20.5,2003
DISTRITO FEDERAL,23.2,ENE,19.9,2003
DURANGO,26.5,ENE,20.9,2003
GUANAJUATO,26.8,ENE,22.7,2003
GUERRERO,31.9,ENE,30.9,2003
HIDALGO,25.0,ENE,20.7,2003
JALISCO,29.1,ENE,26.1,2003
ESTADO DE MÉXICO,22.8,ENE,19.3,2003
MICHOACÁN,25.9,ENE,22.9,2003
MORELOS,29.4,ENE,27.3,2003
NAYARIT,33.1,ENE,31.3,2003
NUEVO LEÓN,25.3,ENE,19.9,2003
OAXACA,30.3,ENE,27.7,2003
PUEBLA,23.6,ENE,18.4,2003
QUERÉTARO,26.2,ENE,23.3,2003
QUINTANA ROO,31.8,ENE,27.5,2003
SAN LUIS POTOSÍ,29.1,ENE,22.8,2003
SINALOA,33.7,ENE,31.2,2003
SONORA,32.2,ENE,27.4,2003
TABASCO,32.6,ENE,26.9,2003
TAMAULIPAS,30.2,ENE,22.2,2003
TLAXCALA,23.4,ENE,21.0,2003
VERACRUZ,29.6,ENE,23.2,2003
YUCATÁN,32.9,ENE,27.0,2003
ZACATECAS,25.7,ENE,21.5,2003
AGUASCALIENTES,26.6,FEB,25.1,2003
BAJA CALIFORNIA,26.0,FEB,18.8,2003
BAJA CALIFORNIA SUR,30.4,FEB,25.8,2003
CAMPECHE,32.7,FEB,32.6,2003
COAHUILA,29.4,FEB,24.3,2003
COLIMA,33.2,FEB,33.0,2003
CHIAPAS,30.6,FEB,31.0,2003
CHIHUAHUA,27.2,FEB,20.8,2003
DISTRITO FEDERAL,23.2,FEB,24.3,2003
DURANGO,26.5,FEB,21.9,2003
GUANAJUATO,26.8,FEB,26.0,2003
GUERRERO,31.9,FEB,32.2,2003
HIDALGO,25.0,FEB,25.6,2003
JALISCO,29.1,FEB,28.3,2003
ESTADO DE MÉXICO,22.8,FEB,22.7,2003
MICHOACÁN,25.9,FEB,25.4,2003
MORELOS,29.4,FEB,29.9,2003
NAYARIT,33.1,FEB,31.1,2003
NUEVO LEÓN,25.3,FEB,22.5,2003
OAXACA,30.3,FEB,30.6,2003
PUEBLA,23.6,FEB,22.6,2003
QUERÉTARO,26.2,FEB,25.6,2003
QUINTANA ROO,31.8,FEB,31.2,2003
SAN LUIS POTOSÍ,29.1,FEB,27.0,2003
SINALOA,33.7,FEB,29.1,2003
SONORA,32.2,FEB,24.1,2003
TABASCO,32.6,FEB,31.4,2003
TAMAULIPAS,30.2,FEB,26.0,2003
TLAXCALA,23.4,FEB,24.1,2003
VERACRUZ,29.6,FEB,27.5,2003
YUCATÁN,32.9,FEB,32.5,2003
ZACATECAS,25.7,FEB,23.7,2003
AGUASCALIENTES,26.6,MAR,27.3,2003
BAJA CALIFORNIA,26.0,MAR,21.8,2003
BAJA CALIFORNIA SUR,30.4,MAR,27.3,2003
CAMPECHE,32.7,MAR,34.4,2003
COAHUILA,29.4,MAR,27.7,2003
COLIMA,33.2,MAR,33.0,2003
CHIAPAS,30.6,MAR,32.3,2003
CHIHUAHUA,27.2,MAR,23.7,2003
DISTRITO FEDERAL,23.2,MAR,25.4,2003
DURANGO,26.5,MAR,25.1,2003
GUANAJUATO,26.8,MAR,28.0,2003
GUERRERO,31.9,MAR,32.8,2003
HIDALGO,25.0,MAR,26.8,2003
JALISCO,29.1,MAR,30.3,2003
ESTADO DE MÉXICO,22.8,MAR,24.0,2003
MICHOACÁN,25.9,MAR,27.6,2003
MORELOS,29.4,MAR,32.1,2003
NAYARIT,33.1,MAR,32.9,2003
NUEVO LEÓN,25.3,MAR,25.6,2003
OAXACA,30.3,MAR,31.5,2003
PUEBLA,23.6,MAR,24.3,2003
QUERÉTARO,26.2,MAR,26.3,2003
QUINTANA ROO,31.8,MAR,33.0,2003
SAN LUIS POTOSÍ,29.1,MAR,30.3,2003
SINALOA,33.7,MAR,31.5,2003
SONORA,32.2,MAR,27.7,2003
TABASCO,32.6,MAR,35.4,2003
TAMAULIPAS,30.2,MAR,29.8,2003
TLAXCALA,23.4,MAR,25.5,2003
VERACRUZ,29.6,MAR,30.4,2003
YUCATÁN,32.9,MAR,35.6,2003
ZACATECAS,25.7,MAR,26.2,2003
AGUASCALIENTES,26.6,ABR,29.9,2003
BAJA CALIFORNIA,26.0,ABR,21.7,2003
BAJA CALIFORNIA SUR,30.4,ABR,29.0,2003
CAMPECHE,32.7,ABR,35.0,2003
COAHUILA,29.4,ABR,31.9,2003
COLIMA,33.2,ABR,34.0,2003
CHIAPAS,30.6,ABR,33.2,2003
CHIHUAHUA,27.2,ABR,28.6,2003
DISTRITO FEDERAL,23.2,ABR,25.8,2003
DURANGO,26.5,ABR,28.1,2003
GUANAJUATO,26.8,ABR,30.6,2003
GUERRERO,31.9,ABR,34.2,2003
HIDALGO,25.0,ABR,28.5,2003
JALISCO,29.1,ABR,32.8,2003
ESTADO DE MÉXICO,22.8,ABR,25.4,2003
MICHOACÁN,25.9,ABR,30.0,2003
MORELOS,29.4,ABR,34.0,2003
NAYARIT,33.1,ABR,35.2,2003
NUEVO LEÓN,25.3,ABR,28.0,2003
OAXACA,30.3,ABR,32.6,2003
PUEBLA,23.6,ABR,27.8,2003
QUERÉTARO,26.2,ABR,27.8,2003
QUINTANA ROO,31.8,ABR,32.8,2003
SAN LUIS POTOSÍ,29.1,ABR,32.5,2003
SINALOA,33.7,ABR,34.1,2003
SONORA,32.2,ABR,31.0,2003
TABASCO,32.6,ABR,34.7,2003
TAMAULIPAS,30.2,ABR,32.2,2003
TLAXCALA,23.4,ABR,26.4,2003
VERACRUZ,29.6,ABR,32.2,2003
YUCATÁN,32.9,ABR,33.6,2003
ZACATECAS,25.7,ABR,28.8,2003
AGUASCALIENTES,26.6,MAY,32.4,2003
BAJA CALIFORNIA,26.0,MAY,26.2,2003
BAJA CALIFORNIA SUR,30.4,MAY,31.5,2003
CAMPECHE,32.7,MAY,37.8,2003
COAHUILA,29.4,MAY,36.9,2003
COLIMA,33.2,MAY,35.1,2003
CHIAPAS,30.6,MAY,32.8,2003
CHIHUAHUA,27.2,MAY,33.4,2003
DISTRITO FEDERAL,23.2,MAY,27.2,2003
DURANGO,26.5,MAY,33.0,2003
GUANAJUATO,26.8,MAY,32.4,2003
GUERRERO,31.9,MAY,34.7,2003
HIDALGO,25.0,MAY,29.7,2003
JALISCO,29.1,MAY,34.6,2003
ESTADO DE MÉXICO,22.8,MAY,26.3,2003
MICHOACÁN,25.9,MAY,31.8,2003
MORELOS,29.4,MAY,34.1,2003
NAYARIT,33.1,MAY,37.2,2003
NUEVO LEÓN,25.3,MAY,31.1,2003
OAXACA,30.3,MAY,32.9,2003
PUEBLA,23.6,MAY,29.3,2003
QUERÉTARO,26.2,MAY,30.6,2003
QUINTANA ROO,31.8,MAY,34.6,2003
SAN LUIS POTOSÍ,29.1,MAY,35.4,2003
SINALOA,33.7,MAY,37.3,2003
SONORA,32.2,MAY,36.7,2003
TABASCO,32.6,MAY,37.5,2003
TAMAULIPAS,30.2,MAY,36.4,2003
TLAXCALA,23.4,MAY,27.2,2003
VERACRUZ,29.6,MAY,35.4,2003
YUCATÁN,32.9,MAY,38.0,2003
ZACATECAS,25.7,MAY,32.5,2003
AGUASCALIENTES,26.6,JUN,29.7,2003
BAJA CALIFORNIA,26.0,JUN,28.5,2003
BAJA CALIFORNIA SUR,30.4,JUN,32.4,2003
CAMPECHE,32.7,JUN,35.2,2003
COAHUILA,29.4,JUN,35.3,2003
COLIMA,33.2,JUN,32.6,2003
CHIAPAS,30.6,JUN,30.6,2003
CHIHUAHUA,27.2,JUN,34.0,2003
DISTRITO FEDERAL,23.2,JUN,23.0,2003
DURANGO,26.5,JUN,31.2,2003
GUANAJUATO,26.8,JUN,28.6,2003
GUERRERO,31.9,JUN,31.4,2003
HIDALGO,25.0,JUN,26.2,2003
JALISCO,29.1,JUN,30.9,2003
ESTADO DE MÉXICO,22.8,JUN,22.3,2003
MICHOACÁN,25.9,JUN,26.5,2003
MORELOS,29.4,JUN,28.9,2003
NAYARIT,33.1,JUN,35.4,2003
NUEVO LEÓN,25.3,JUN,29.3,2003
OAXACA,30.3,JUN,29.8,2003
PUEBLA,23.6,JUN,26.6,2003
QUERÉTARO,26.2,JUN,25.6,2003
QUINTANA ROO,31.8,JUN,33.2,2003
SAN LUIS POTOSÍ,29.1,JUN,32.8,2003
SINALOA,33.7,JUN,37.6,2003
SONORA,32.2,JUN,39.2,2003
TABASCO,32.6,JUN,34.8,2003
TAMAULIPAS,30.2,JUN,35.3,2003
TLAXCALA,23.4,JUN,22.9,2003
VERACRUZ,29.6,JUN,32.8,2003
YUCATÁN,32.9,JUN,36.7,2003
ZACATECAS,25.7,JUN,29.0,2003
AGUASCALIENTES,26.6,JUL,27.4,2003
BAJA CALIFORNIA,26.0,JUL,33.8,2003
BAJA CALIFORNIA SUR,30.4,JUL,35.2,2003
CAMPECHE,32.7,JUL,34.0,2003
COAHUILA,29.4,JUL,33.5,2003
COLIMA,33.2,JUL,33.8,2003
CHIAPAS,30.6,JUL,30.8,2003
CHIHUAHUA,27.2,JUL,32.8,2003
DISTRITO FEDERAL,23.2,JUL,23.2,2003
DURANGO,26.5,JUL,29.2,2003
